trial,local_us,latency
386,1747605979624921,26
387,1747605979624959,25
388,1747605979624998,10199
389,1747605979635211,26
390,1747605979635249,26
391,1747605979635288,25
392,1747605979635327,25
393,1747605979635365,10250
394,1747605979645629,25
395,1747605979645667,26
396,1747605979645706,25
397,1747605979645745,10200
398,1747605979655957,25
399,1747605979655996,25
400,1747605979656035,26
401,1747605979656073,25
402,1747605979656112,10250
403,1747605979666375,26
404,1747605979666414,25
405,1747605979666453,25
406,1747605979666491,10200
407,1747605979676704,25
408,1747605979676743,25
409,1747605979676781,26
410,1747605979676820,10199
411,1747605979687033,25
412,1747605979687071,25
413,1747605979687110,25
414,1747605979687149,26
415,1747605979687187,10250
416,1747605979697451,25
417,1747605979697489,26
418,1747605979697528,25
419,1747605979697567,10199
420,1747605979707780,26
421,1747605979707818,25
422,1747605979707857,25
423,1747605979707895,26
424,1747605979707934,10250
425,1747605979718198,26
426,1747605979718236,25
427,1747605979718275,25
428,1747605979718314,10200
429,1747605979728526,25
430,1747605979728565,25
431,1747605979728604,26
432,1747605979728642,25
433,1747605979728681,10250
434,1747605979738944,25
435,1747605979738983,25
436,1747605979739022,26
437,1747605979739060,10199
438,1747605979749273,25
439,1747605979749312,26
440,1747605979749350,25
441,1747605979749389,10199
442,1747605979759602,26
443,1747605979759640,25
444,1747605979759679,25
445,1747605979759718,26
446,1747605979759756,10250
447,1747605979770020,25
448,1747605979770058,26
449,1747605979770097,25
450,1747605979770136,10199
451,1747605979780348,26
452,1747605979780387,25
453,1747605979780426,26
454,1747605979780464,25
455,1747605979780503,10250
456,1747605979790766,26
457,1747605979790805,25
458,1747605979790851,25
459,1747605979790890,10192
460,1747605979801095,25
461,1747605979801134,25
462,1747605979801172,26
463,1747605979801211,10199
464,1747605979811424,25
465,1747605979811462,26
466,1747605979811501,25
467,1747605979811540,25
468,1747605979811578,10250
469,1747605979821842,25
470,1747605979821880,26
471,1747605979821919,25
472,1747605979821958,10199
473,1747605979832170,26
474,1747605979832209,25
475,1747605979832248,25
476,1747605979832286,26
477,1747605979832325,10250
478,1747605979842589,26
479,1747605979842627,25
480,1747605979842666,25
481,1747605979842705,10200
482,1747605979852917,25
483,1747605979852956,25
484,1747605979852995,26
485,1747605979853033,25
486,1747605979853072,10250
487,1747605979863335,25
488,1747605979863374,25
489,1747605979863413,26
490,1747605979863451,10199
491,1747605979873664,25
492,1747605979873703,26
493,1747605979873741,25
494,1747605979873780,10199
495,1747605979883993,26
496,1747605979884031,25
497,1747605979884070,25
498,1747605979884109,26
499,1747605979884147,10250
500,1747605979894411,26
501,1747605979894449,25
502,1747605979894488,25
503,1747605979894527,10200
504,1747605979904739,26
505,1747605979904778,25
506,1747605979904817,32
507,1747605979904863,25
508,1747605979904901,10243
509,1747605979915157,26
510,1747605979915196,25
511,1747605979915235,25
512,1747605979915273,10200
513,1747605979925486,25
514,1747605979925525,25
515,1747605979925563,26
516,1747605979925602,10199
517,1747605979935815,25
518,1747605979935853,26
519,1747605979935892,25
520,1747605979935931,25
521,1747605979935970,10250
522,1747605979946233,25
523,1747605979946272,26
524,1747605979946310,25
525,1747605979946349,10199
526,1747605979956562,26
527,1747605979956600,25
528,1747605979956639,25
529,1747605979956678,26
530,1747605979956716,10250
531,1747605979966980,26
532,1747605979967018,25
533,1747605979967057,25
534,1747605979967096,10200
535,1747605979977308,25
536,1747605979977347,25
537,1747605979977386,26
538,1747605979977424,25
539,1747605979977463,10250
540,1747605979987726,26
541,1747605979987765,25
542,1747605979987804,25
543,1747605979987842,10200
544,1747605979998055,25
545,1747605979998094,25
546,1747605979998132,26
547,1747605979998171,10199
548,1747605980008384,25
549,1747605980008422,26
550,1747605980008461,25
551,1747605980008500,25
552,1747605980008538,10250
553,1747605980018802,25
554,1747605980018848,25
555,1747605980018887,26
556,1747605980018925,10192
557,1747605980029131,26
558,1747605980029169,25
559,1747605980029208,25
560,1747605980029247,26
561,1747605980029285,10250
562,1747605980039549,25
563,1747605980039587,26
564,1747605980039626,25
565,1747605980039665,10199
566,1747605980049877,26
567,1747605980049916,25
568,1747605980049955,25
569,1747605980049993,10200
570,1747605980060206,25
571,1747605980060245,25
572,1747605980060283,25
573,1747605980060322,25
574,1747605980060361,10251
575,1747605980070624,25
576,1747605980070663,25
577,1747605980070701,26
578,1747605980070740,10199
579,1747605980080953,25
580,1747605980080991,26
581,1747605980081030,25
582,1747605980081069,25
583,1747605980081107,10250
584,1747605980091371,25
585,1747605980091410,26
586,1747605980091448,25
587,1747605980091487,10199
588,1747605980101700,26
589,1747605980101738,25
590,1747605980101777,25
591,1747605980101815,26
592,1747605980101854,10250
593,1747605980112118,26
594,1747605980112156,25
595,1747605980112195,25
596,1747605980112234,10200
597,1747605980122446,25
598,1747605980122485,25
599,1747605980122524,26
600,1747605980122562,10199
601,1747605980132775,25
602,1747605980132814,33
603,1747605980132860,26
604,1747605980132898,25
605,1747605980132937,10242
606,1747605980143193,25
607,1747605980143232,25
608,1747605980143270,26
609,1747605980143309,10199
610,1747605980153522,25
611,1747605980153560,26
612,1747605980153599,25
613,1747605980153638,25
614,1747605980153676,10250
615,1747605980163940,25
616,1747605980163978,26
617,1747605980164017,25
618,1747605980164056,10199
619,1747605980174268,26
620,1747605980174307,25
621,1747605980174346,25
622,1747605980174384,10200
623,1747605980184597,25
624,1747605980184636,25
625,1747605980184675,26
626,1747605980184713,25
627,1747605980184752,10250
628,1747605980195015,26
629,1747605980195054,25
630,1747605980195093,25
631,1747605980195131,10200
632,1747605980205344,25
633,1747605980205383,25
634,1747605980205421,25
635,1747605980205460,25
636,1747605980205499,10251
637,1747605980215762,25
638,1747605980215801,25
639,1747605980215840,25
640,1747605980215878,10199
641,1747605980226091,25
642,1747605980226130,26
643,1747605980226168,25
644,1747605980226207,10199
645,1747605980236420,26
646,1747605980236458,25
647,1747605980236497,25
648,1747605980236536,26
