trial,local_us,remote_us,latency_us,delta_local_us,delta_remote_us,error_us
0,2692491,1747578820078463,8055,0,0,0
1,2710358,1747578820094238,5641,17867,15775,-2092
2,2724359,1747578820120740,14337,14001,26502,12501
3,2748358,1747578820132143,5761,23999,11403,-12596
4,2762359,1747578820146429,6661,14001,14286,285
5,2778359,1747578820186014,22043,16000,39585,23585
6,2810359,1747578820196067,7109,32000,10053,-21947
7,2826359,1747578820211044,6057,16000,14977,-1023
8,2842359,1747578820249409,21536,16000,38365,22365
9,2872359,1747578820259170,7750,30000,9761,-20239
10,2888359,1747578820270136,4502,16000,10966,-5034
11,2902359,1747578820301870,16456,14000,31734,17734
12,2928359,1747578820312618,7222,26000,10748,-15252
13,2944359,1747578820327342,6023,16000,14724,-1276
14,2960359,1747578820358777,15778,16000,31435,15435
15,2984359,1747578820370724,7590,24000,11947,-12053
16,3000359,1747578820384732,6261,16000,14008,-1992
17,3016359,1747578820417174,17162,16000,32442,16442
18,3042359,1747578820427859,7006,26000,10685,-15315
19,3058724,1747578820444611,8041,16365,16752,387
20,3076359,1747578820474075,15740,17635,29464,11829
21,3100359,1747578820483014,5077,24000,8939,-15061
22,3114359,1747578820498516,8314,14000,15502,1502
23,3132359,1747578820558700,34584,18000,60184,42184
24,3176359,1747578820559619,5492,44000,919,-43081
25,3190359,1747578820600489,23910,14000,40870,26870
26,3222359,1747578820607216,7189,32000,6727,-25273
27,3238359,1747578820675702,41815,16000,68486,52486
28,3288359,1747578820671280,5332,50000,18446744073709547194,-54422
29,3302359,1747578820684414,4769,14000,13134,-866
30,3316359,1747578820872346,257976,14000,187932,173932
31,3582359,1747578820996922,27066,266000,124576,-141424
32,3618359,1747578821013029,14623,36000,16107,-19893
33,3642359,1747578821043885,18213,24000,30856,6856
34,3670359,1747578821055535,6751,28000,11650,-16350
35,3686359,1747578821070043,5957,16000,14508,-1492
36,3700359,1747578821101083,17858,14000,31040,17040
37,3726359,1747578821129854,19587,26000,28771,2771
38,3754359,1747578821163488,22955,28000,33634,5634
39,3786359,1747578821169991,5815,32000,6503,-25497
40,3800359,1747578821184184,5932,14000,14193,193
41,3814359,1747578821216611,18355,14000,32427,18427
42,3842359,1747578821228420,7500,28000,11809,-16191
43,3858359,1747578821241485,5357,16000,13065,-2935
44,3872359,1747578821279873,23045,14000,38388,24388
45,3904359,1747578821287823,5903,32000,7950,-24050
46,3918359,1747578821300312,4794,14000,12489,-1511
47,3932359,1747578821336085,19325,14000,35773,21773
48,3960359,1747578821351618,11142,28000,15533,-12467
49,3980359,1747578821370236,10511,20000,18618,-1382
50,4000359,1747578821404504,21055,20000,34268,14268
51,4030359,1747578821418091,9195,30000,13587,-16413
52,4048359,1747578821502988,56481,18000,84897,66897
53,4114359,1747578821497941,5905,66000,18446744073709546569,-71047
54,4128359,1747578821547587,29249,14000,49646,35646
55,4166359,1747578821550906,6322,38000,3319,-34681
56,4182359,1747578821566418,6121,16000,15512,-488
57,4198359,1747578821604391,21418,16000,37973,21973
58,4228359,1747578821611010,5047,30000,6619,-23381
59,4242359,1747578821627968,7219,14000,16958,2958
60,4258359,1747578821659820,17839,16000,31852,15852
61,4284359,1747578821668362,6520,26000,8542,-17458
62,4300359,1747578821685925,7110,16000,17563,1563
63,4316359,1747578821716954,17172,16000,31029,15029
64,4342359,1747578821725513,7186,26000,8559,-17441
65,4358359,1747578821747660,9598,16000,22147,6147
66,4376359,1747578821776980,17062,18000,29320,11320
67,4402359,1747578821785569,5539,26000,8589,-17411
68,4416359,1747578821798707,4980,14000,13138,-862
69,4430359,1747578821834476,21594,14000,35769,21769
70,4460359,1747578821842978,5046,30000,8502,-21498
71,4474359,1747578821856124,4392,14000,13146,-854
72,4488359,1747578821978838,109442,14000,122714,108714
73,4606359,1747578821992488,8211,118000,13650,-104350
74,4624359,1747578822012424,9426,18000,19936,1936
75,4642359,1747578822036973,14665,18000,24549,6549
76,4666359,1747578822049040,5118,24000,12067,-11933
77,4680359,1747578822065934,7282,14000,16894,2894
78,4696359,1747578822095621,16465,16000,29687,13687
79,4722359,1747578822111244,9887,26000,15623,-10377
80,4740359,1747578822124075,6469,18000,12831,-5169
81,4756359,1747578822152329,14263,16000,28254,12254
82,4780359,1747578822163223,5160,24000,10894,-13106
83,4794359,1747578822179416,6870,14000,16193,2193
84,4810359,1747578822388610,194475,16000,209194,193194
85,5014359,1747578822417369,19428,204000,28759,-175241
86,5042359,1747578822425239,5300,28000,7870,-20130
87,5056359,1747578822439642,6292,14000,14403,403
88,5072359,1747578822477289,19965,16000,37647,21647
89,5100359,1747578822493748,16725,28000,16459,-11541
90,5126359,1747578822533343,22141,26000,39595,13595
91,5158359,1747578822542886,7104,32000,9543,-22457
92,5174359,1747578822562163,9506,16000,19277,3277
93,5192359,1747578822582349,10290,18000,20186,2186
94,5212359,1747578822594587,4853,20000,12238,-7762
95,5226359,1747578822609558,5490,14000,14971,971
96,5240359,1747578822650414,23637,14000,40856,26856
97,5272359,1747578822655063,5082,32000,4649,-27351
98,5286359,1747578822670688,6257,14000,15625,1625
99,5302359,1747578822705098,18445,16000,34410,18410
100,5330359,1747578822713002,5100,28000,7904,-20096
101,5344359,1747578822727864,5697,14000,14862,862
102,5358359,1747578822763714,20555,14000,35850,21850
103,5388359,1747578822771525,5487,30000,7811,-22189
104,5402359,1747578822785704,6559,14000,14179,179
105,5418359,1747578822823992,20734,16000,38288,22288
106,5448359,1747578822832283,6505,30000,8291,-21709
107,5464359,1747578822851113,7821,16000,18830,2830
108,5480359,1747578822917071,41295,16000,65958,49958
109,5530359,1747578823164434,293668,50000,247363,197363
110,5832359,1747578823228756,14591,302000,64322,-237678
111,5856359,1747578823239020,5170,24000,10264,-13736
112,5870359,1747578823265014,15431,14000,25994,11994
113,5894359,1747578823285602,11417,24000,20588,-3412
114,5914359,1747578823299540,7424,20000,13938,-6062
115,5930359,1747578823315243,7064,16000,15703,-297
116,5946359,1747578823342302,14281,16000,27059,11059
117,5970359,1747578823366322,13952,24000,24020,20
118,5992359,1747578823374226,4549,22000,7904,-14096
119,6006359,1747578823399733,14332,14000,25507,11507
120,6030359,1747578823416765,8149,24000,17032,-6968
121,6048359,1747578823464791,28053,18000,48026,30026
122,6086359,1747578823473349,7917,38000,8558,-29442
123,6102359,1747578823485811,5501,16000,12462,-3538
124,6116359,1747578823520018,19063,14000,34207,20207
125,6144359,1747578823528783,6785,28000,8765,-19235
126,6160359,1747578823552235,12047,16000,23452,7452
127,6182359,1747578823573211,12208,22000,20976,-1024
128,6204359,1747578823608962,19700,22000,35751,13751
129,6232359,1747578823630168,15672,28000,21206,-6794
130,6256359,1747578823649219,11704,24000,19051,-4949
131,6276359,1747578823659475,5481,20000,10256,-9744
132,6290359,1747578823693417,19424,14000,33942,19942
133,6318359,1747578823707287,9562,28000,13870,-14130
134,6336359,1747578823718914,5106,18000,11627,-6373
135,6350359,1747578823749330,16477,14000,30416,16416
136,6376359,1747578823766063,9611,26000,16733,-9267
137,6394359,1747578823813121,29251,18000,47058,29058
138,6432359,1747578823818811,8364,38000,5690,-32310
139,6450359,1747578823839420,9305,18000,20609,2609
140,6468359,1747578823868351,16494,18000,28931,10931
141,6494359,1747578823877235,6742,26000,8884,-17116
142,6510359,1747578823893879,5752,16000,16644,644
143,6524359,1747578823926628,19053,14000,32749,18749
144,6552359,1747578823935573,5425,28000,8945,-19055
145,6566359,1747578823948733,4944,14000,13160,-840
146,6580359,1747578823980443,16359,14000,31710,17710
147,6606359,1747578824001826,14308,26000,21383,-4617
148,6630359,1747578824014399,6977,24000,12573,-11427
149,6646359,1747578824038475,11751,16000,24076,8076
150,6666359,1747578824049006,5203,20000,10531,-9469
151,6680359,1747578824063797,6123,14000,14791,791
152,6696359,1747578824202678,154600,16000,138881,122881
153,6860359,1747578824247846,8931,164000,45168,-118832
154,6878359,1747578824268799,10999,18000,20953,2953
155,6898359,1747578824288159,11502,20000,19360,-640
156,6918359,1747578824302256,6616,20000,14097,-5903
157,6934359,1747578824342855,22904,16000,40599,24599
158,6966359,1747578824351260,6581,32000,8405,-23595
159,6982359,1747578824365832,6357,16000,14572,-1428
160,6998359,1747578824438010,43418,16000,72178,56178
161,7050359,1747578824433789,6163,52000,18446744073709547395,-56221
162,7066359,1747578824448524,4807,16000,14735,-1265
163,7080359,1747578824623800,178226,14000,175276,161276
164,7268359,1747578824656186,9154,188000,32386,-155614
165,7286359,1747578824669711,6216,18000,13525,-4475
166,7302359,1747578824685373,5711,16000,15662,-338
167,7316359,1747578824712874,22838,14000,27501,13501
168,7348359,1747578824736530,10247,32000,23656,-8344
169,7368359,1747578824766545,16057,20000,30015,10015
170,7394359,1747578824777415,6299,26000,10870,-15130
171,7410359,1747578824835267,33236,16000,57852,41852
172,7452359,1747578824845151,12605,42000,9884,-32116
173,7474359,1747578824900911,35065,22000,55760,33760
174,7518359,1747578824906115,8640,44000,5204,-38796
175,7536359,1747578824920818,6279,18000,14703,-3297
176,7552359,1747578825062094,116444,16000,141276,125276
177,7678359,1747578825064569,7684,126000,2475,-123525
178,7694359,1747578825077573,5409,16000,13004,-2996
179,7708359,1747578825313401,163520,14000,235828,221828
180,7880359,1747578825264661,6172,172000,18446744073709502876,-220740
181,7896359,1747578825312261,27349,16000,47600,31600
182,7932359,1747578825314555,4864,36000,2294,-33706
183,7946359,1747578825333481,8065,14000,18926,4926
184,7964359,1747578825635048,322107,18000,301567,283567
185,8296359,1747578825820621,190442,332000,185573,-146427
186,8496359,1747578826084961,200559,200000,264340,64340
187,8706359,1747578826089578,5354,210000,4617,-205383
188,8720359,1747578826322946,176065,14000,233368,219368
189,8906359,1747578826290145,5731,186000,18446744073709518815,-218801
190,8920359,1747578826328438,22149,14000,38293,24293
191,8952359,1747578826672981,353193,32000,344543,312543
192,9314359,1747578826850529,196223,362000,177548,-184452
193,9520359,1747578827052596,196208,206000,202067,-3933
194,9726359,1747578827253793,193800,206000,201197,-4803
195,9928359,1747578827458128,197280,202000,204335,2335
196,10134359,1747578827590214,53834,206000,132086,-73914
197,10196359,1747578827579504,5446,62000,18446744073709540906,-72710
198,10210359,1747578827592921,5056,14000,13417,-583
199,10224359,1747578827606581,5123,14000,13660,-340
200,10238359,1747578827636562,16103,14000,29981,15981
201,10264359,1747578827648377,6319,26000,11815,-14185
202,10280359,1747578827666426,9355,16000,18049,2049
203,10298359,1747578827941837,237142,18000,275411,257411
204,10544359,1747578828180940,194685,246000,239103,-6897
205,10748359,1747578828134254,7299,204000,18446744073709504930,-250686
206,10764359,1747578828148754,7905,16000,14500,-1500
207,10780359,1747578828175806,14366,16000,27052,11052
208,10804359,1747578828188072,6555,24000,12266,-11734
209,10820359,1747578828508737,329474,16000,320665,304665
210,11158359,1747578828705448,200318,338000,196711,-141289
211,11368359,1747578828962123,190067,210000,256675,46675
212,11568359,1747578828968675,17789,200000,6552,-193448
213,11594359,1747578829212384,169264,26000,243709,217709
214,11772359,1747578829171061,17337,178000,18446744073709510293,-219323
215,11798359,1747578829216911,29739,26000,45850,19850
216,11836359,1747578829221557,7562,38000,4646,-33354
217,11852359,1747578829550714,322330,16000,329157,313157
218,12184359,1747578829749827,194736,332000,199113,-132887
219,12388359,1747578830010152,196597,204000,260325,56325
220,12594359,1747578829981460,7969,206000,18446744073709522924,-234692
221,12610359,1747578830364136,383177,16000,382676,366676
222,13002359,1747578830529722,196055,392000,165586,-226414
223,13208359,1747578830600629,12520,206000,70907,-135093
224,13230359,1747578830617916,8548,22000,17287,-4713
225,13248359,1747578830634341,10064,18000,16425,-1575
226,13268359,1747578830652855,6883,20000,18514,-1486
227,13284359,1747578830665751,4433,16000,12896,-3104
228,13298359,1747578830686082,9362,14000,20331,6331
229,13316359,1747578830715840,16967,18000,29758,11758
230,13342359,1747578830726075,6897,26000,10235,-15765
231,13358359,1747578830742883,6527,16000,16808,808
232,13374359,1747578830793359,30062,16000,50476,34476
233,13414359,1747578830796327,4790,40000,2968,-37032
234,13428359,1747578830811582,6293,14000,15255,1255
235,13444359,1747578830842372,15709,16000,30790,14790
236,13468359,1747578830852986,7307,24000,10614,-13386
237,13484359,1747578830867017,6007,16000,14031,-1969
238,13500359,1747578830906362,21138,16000,39345,23345
239,13530359,1747578830913716,5932,30000,7354,-22646
240,13544359,1747578830926995,5269,14000,13279,-721
241,13558359,1747578830959906,18391,14000,32911,18911
242,13586359,1747578830970691,6975,28000,10785,-17215
243,13602359,1747578830985865,6097,16000,15174,-826
244,13618359,1747578831016018,15376,16000,30153,14153
245,13642359,1747578831024942,5915,24000,8924,-15076
246,13656359,1747578831041813,7892,14000,16871,2871
247,13672359,1747578831075949,20131,16000,34136,18136
248,13702359,1747578831088089,7306,30000,12140,-17860
249,13718359,1747578831101319,6136,16000,13230,-2770
250,13734359,1747578831334624,285902,16000,233305,217305
251,14028359,1747578831436646,28494,294000,102022,-191978
252,14066359,1747578831477513,27213,38000,40867,2867
253,14102359,1747578831519997,37491,36000,42484,6484
254,14148359,1747578831540841,12642,46000,20844,-25156
255,14170359,1747578831565504,14322,22000,24663,2663
256,14194359,1747578831577477,6608,24000,11973,-12027
257,14210359,1747578831606139,14836,16000,28662,12662
258,14234359,1747578831618051,6735,24000,11912,-12088
259,14250359,1747578831663877,28829,16000,45826,29826
260,14288359,1747578831697740,26957,38000,33863,-4137
261,14324359,1747578831724152,23307,36000,26412,-9588
262,14356359,1747578831746359,10622,32000,22207,-9793
263,14376359,1747578831794596,34365,20000,48237,28237
264,14420359,1747578831814134,12731,44000,19538,-24462
265,14442359,1747578831830770,9479,22000,16636,-5364
266,14460359,1747578831991691,170188,18000,160921,142921
267,14640359,1747578832029423,10068,180000,37732,-142268
268,14660359,1747578832046998,9509,20000,17575,-2425
269,14678359,1747578832091852,26748,18000,44854,26854
270,14714359,1747578832101676,8980,36000,9824,-26176
271,14732359,1747578832114541,5635,18000,12865,-5135
272,14746359,1747578832153131,22179,14000,38590,24590
273,14778359,1747578832161724,7770,32000,8593,-23407
274,14794359,1747578832185610,11420,16000,23886,7886
275,14814359,1747578832201309,8662,20000,15699,-4301
276,14832359,1747578832217510,7787,18000,16201,-1799
277,14848359,1747578832231658,6293,16000,14148,-1852
278,14864359,1747578832268565,20163,16000,36907,20907
279,14894359,1747578832279689,7168,30000,11124,-18876
280,14910359,1747578832292590,5560,16000,12901,-3099
281,14924359,1747578832324565,17157,14000,31975,17975
282,14950359,1747578832336214,8069,26000,11649,-14351
283,14968359,1747578832351787,6626,18000,15573,-2427
284,14984359,1747578832385988,18452,16000,34201,18201
285,15012359,1747578832402133,10711,28000,16145,-11855
286,15032359,1747578832421696,11112,20000,19563,-437
287,15052359,1747578832442227,10161,20000,20531,531
288,15072359,1747578832458699,8336,20000,16472,-3528
289,15090359,1747578832473514,6011,18000,14815,-3185
290,15106359,1747578832542785,41568,16000,69271,53271
291,15156359,1747578832758745,293069,50000,215960,165960
292,15458359,1747578832849545,11437,302000,90800,-211200
293,15478359,1747578832862708,6736,20000,13163,-6837
294,15494359,1747578832882658,9660,16000,19950,3950
295,15512359,1747578832900686,9105,18000,18028,28
296,15530359,1747578832917184,8493,18000,16498,-1502
297,15548359,1747578832934124,7947,18000,16940,-1060
298,15564359,1747578832978323,26856,16000,44199,28199
299,15600359,1747578832988170,8614,36000,9847,-26153
300,15618359,1747578833020266,18451,18000,32096,14096
301,15646359,1747578833044090,15758,28000,23824,-4176
302,15670359,1747578833080046,23323,24000,35956,11956
303,15702359,1747578833087776,7429,32000,7730,-24270
304,15718359,1747578833102460,6649,16000,14684,-1316
305,15734359,1747578833145205,24100,16000,42745,26745
306,15768359,1747578833151257,5879,34000,6052,-27948
307,15782359,1747578833380358,281696,14000,229101,215101
308,16072359,1747578833458479,8119,290000,78121,-211879
309,16090359,1747578833474374,6546,18000,15895,-2105
310,16106359,1747578833491722,7923,16000,17348,1348
311,16122359,1747578833510400,9087,16000,18678,2678
312,16140359,1747578833524026,6747,18000,13626,-4374
313,16156359,1747578833547582,11130,16000,23556,7556
314,16176359,1747578833569445,12546,20000,21863,1863
315,16198359,1747578833581494,6293,22000,12049,-9951
316,16214359,1747578833602114,9476,16000,20620,4620
317,16232359,1747578833627840,14284,18000,25726,7726
318,16256359,1747578833637731,4548,24000,9891,-14109
319,16270359,1747578833653644,5843,14000,15913,1913
320,16284359,1747578833692071,22533,14000,38427,24427
321,16316359,1747578833699233,5407,32000,7162,-24838
322,16330359,1747578833713264,5483,14000,14031,31
323,16344359,1747578833838198,129213,14000,124934,110934
324,16482359,1747578833868350,8012,138000,30152,-107848
325,16500359,1747578833912862,26583,18000,44512,26512
326,16536359,1747578833924475,9288,36000,11613,-24387
327,16554359,1747578833967721,26209,18000,43246,25246
328,16590359,1747578833973261,5465,36000,5540,-30460
329,16604359,1747578833994898,10517,14000,21637,7637
330,16624359,1747578834022724,15953,20000,27826,7826
331,16648359,1747578834034125,7339,24000,11401,-12599
332,16664359,1747578834049704,7140,16000,15579,-421
333,16680359,1747578834077363,15563,16000,27659,11659
334,16704359,1747578834094259,10038,24000,16896,-7104
335,16724359,1747578834110648,7806,20000,16389,-3611
336,16740359,1747578834132896,12101,16000,22248,6248
337,16762359,1747578834144268,4831,22000,11372,-10628
338,16776359,1747578834161663,7030,14000,17395,3395
339,16792359,1747578834196843,19886,16000,35180,19180
340,16820359,1747578834205883,7232,28000,9040,-18960
341,16836359,1747578834220034,7698,16000,14151,-1849
342,16852359,1747578834249588,15137,16000,29554,13554
343,16876359,1747578834262652,7879,24000,13064,-10936
344,16892359,1747578834275842,5867,16000,13190,-2810
345,16906359,1747578834308646,18137,14000,32804,18804
346,16934359,1747578834319506,7078,28000,10860,-17140
347,16950359,1747578834334442,6258,16000,14936,-1064
348,16966359,1747578834374178,22006,16000,39736,23736
349,16998359,1747578834380650,4981,32000,6472,-25528
350,17012359,1747578834395838,5901,14000,15188,1188
351,17026359,1747578834426609,16772,14000,30771,16771
352,17052359,1747578834433683,4306,26000,7074,-18926
353,17066359,1747578834448573,5029,14000,14890,890
354,17080359,1747578834486510,21250,14000,37937,23937
355,17110359,1747578834492804,5055,30000,6294,-23706
356,17124359,1747578834644964,168622,14000,152160,138160
357,17302359,1747578834693418,11301,178000,48454,-129546
358,17322359,1747578834708518,8057,20000,15100,-4900
359,17340359,1747578834730199,10122,18000,21681,3681
360,17360359,1747578834745665,6944,20000,15466,-4534
361,17376359,1747578834759239,5923,16000,13574,-2426
362,17390359,1747578834790845,17173,14000,31606,17606
363,17416359,1747578834799978,6539,26000,9133,-16867
364,17432359,1747578834817173,7324,16000,17195,1195
365,17448359,1747578834899257,51661,16000,82084,66084
366,17508359,1747578834893179,7284,60000,18446744073709545538,-66078
367,17524359,1747578834911012,8025,16000,17833,1833
368,17542359,1747578834932681,10418,18000,21669,3669
369,17562359,1747578834945831,6557,20000,13150,-6850
370,17578359,1747578834961936,6236,16000,16105,105
371,17594359,1747578834993848,17096,16000,31912,15912
372,17620359,1747578835005397,6730,26000,11549,-14451
373,17636359,1747578835021634,7565,16000,16237,237
374,17652359,1747578835050348,15930,16000,28714,12714
375,17676359,1747578835060610,6339,24000,10262,-13738
376,17692359,1747578835075296,5490,16000,14686,-1314
377,17706359,1747578835113591,22187,14000,38295,24295
378,17738359,1747578835122744,7115,32000,9153,-22847
379,17754359,1747578835137587,6103,16000,14843,-1157
380,17770359,1747578835163351,12521,16000,25764,9764
381,17792359,1747578835174750,4758,22000,11399,-10601
382,17806359,1747578835195513,10070,14000,20763,6763
383,17826359,1747578835427592,289320,20000,232079,212079
384,18124359,1747578835519919,14541,298000,92327,-205673
385,18148359,1747578835536469,9606,24000,16550,-7450
386,18166359,1747578835551413,9309,18000,14944,-3056
387,18184359,1747578835575253,10816,18000,23840,5840
388,18204359,1747578835596214,11612,20000,20961,961
389,18224359,1747578835606945,5313,20000,10731,-9269
390,18238359,1747578835630638,11917,14000,23693,9693
391,18258359,1747578835642154,6565,20000,11516,-8484
392,18274359,1747578835663251,10207,16000,21097,5097
393,18294359,1747578835705756,24924,20000,42505,22505
394,18328359,1747578835710417,5496,34000,4661,-29339
395,18342359,1747578835745104,18855,14000,34687,20687
396,18370359,1747578835756059,9349,28000,10955,-17045
397,18388359,1747578835795404,21544,18000,39345,21345
398,18418359,1747578835801619,6100,30000,6215,-23785
399,18434359,1747578835818984,7015,16000,17365,1365
400,18450359,1747578835845139,13365,16000,26155,10155
401,18472359,1747578835854493,5495,22000,9354,-12646
402,18486359,1747578835869184,5143,14000,14691,691
403,18500359,1747578835909496,23434,14000,40312,26312
404,18532359,1747578835915523,5608,32000,6027,-25973
405,18546359,1747578835931062,7824,14000,15539,1539
406,18562359,1747578835962052,16893,16000,30990,14990
407,18588359,1747578835972354,6567,26000,10302,-15698
408,18604359,1747578835987697,6478,16000,15343,-657
409,18620359,1747578836022519,18231,16000,34822,18822
410,18648359,1747578836033649,7058,28000,11130,-16870
411,18664359,1747578836052000,8760,16000,18351,2351
412,18682359,1747578836074378,11863,18000,22378,4378
413,18702359,1747578836088709,7401,20000,14331,-5669
414,18718359,1747578836106240,8491,16000,17531,1531
415,18736359,1747578836160215,34700,18000,53975,35975
416,18780359,1747578836164553,7820,44000,4338,-39662
417,18796359,1747578836190344,13520,16000,25791,9791
418,18818359,1747578836202817,8975,22000,12473,-9527
419,18836359,1747578836218952,5142,18000,16135,-1865
420,18850359,1747578836292331,45276,14000,73379,59379
421,18904359,1747578836289809,7078,54000,18446744073709549094,-56522
422,18920359,1747578836313129,12668,16000,23320,7320
423,18942359,1747578836510526,193509,22000,197397,175397
424,19144359,1747578836533506,9959,202000,22980,-179020
425,19162359,1747578836567244,20321,18000,33738,15738
426,19192359,1747578836582500,10965,30000,15256,-14744
427,19212359,1747578836594619,4985,20000,12119,-7881
428,19226359,1747578836621733,14285,14000,27114,13114
429,19250359,1747578836640139,9876,24000,18406,-5594
430,19268359,1747578836652983,6434,18000,12844,-5156
431,19284359,1747578836687215,19175,16000,34232,18232
432,19312359,1747578836696346,6206,28000,9131,-18869
433,19328359,1747578836752291,32944,16000,55945,39945
434,19370359,1747578836751807,4518,42000,18446744073709551132,-42484
435,19384359,1747578836766653,5124,14000,14846,846
436,19398359,1747578836799809,17967,14000,33156,19156
437,19424359,1747578836807345,5855,26000,7536,-18464
438,19438359,1747578836822792,6558,14000,15447,1447
439,19454359,1747578836857872,19399,16000,35080,19080
440,19482359,1747578836872230,14218,28000,14358,-13642
441,19506359,1747578836888776,5381,24000,16546,-7454
442,19520359,1747578836911075,11016,14000,22299,8299
443,19540359,1747578836925207,6758,20000,14132,-5868
444,19556359,1747578836939511,5606,16000,14304,-1696
445,19570359,1747578836982166,25160,14000,42655,28655
446,19604359,1747578836989408,6842,34000,7242,-26758
447,19620359,1747578837003330,5788,16000,13922,-2078
448,19634359,1747578837134130,118606,14000,130800,116800
449,19762359,1747578837145659,6176,128000,11529,-116471
450,19778359,1747578837161467,6609,16000,15808,-192
451,19794359,1747578837200514,21547,16000,39047,23047
452,19824359,1747578837207283,5321,30000,6769,-23231
453,19838359,1747578837220871,5093,14000,13588,-412
454,19852359,1747578837257367,20210,14000,36496,22496
455,19882359,1747578837268143,7769,30000,10776,-19224
456,19898359,1747578837282497,6208,16000,14354,-1646
457,19914359,1747578837308449,13128,16000,25952,9952
458,19936359,1747578837320021,6036,22000,11572,-10428
459,19952359,1747578837340432,9052,16000,20411,4411
460,19970359,1747578837367069,14857,18000,26637,8637
461,19994359,1747578837376979,5272,24000,9910,-14090
462,20008359,1747578837402632,12903,14000,25653,11653
463,20030359,1747578837423932,12608,22000,21300,-700
464,20052359,1747578837437021,6857,22000,13089,-8911
465,20068359,1747578837451966,6553,16000,14945,-1055
466,20084359,1747578837503836,30143,16000,51870,35870
467,20124359,1747578837507618,6193,40000,3782,-36218
468,20140359,1747578837526170,7887,16000,18552,2552
469,20156359,1747578837549726,13012,16000,23556,7556
470,20178359,1747578837561924,6621,22000,12198,-9802
471,20194359,1747578837577749,6287,16000,15825,-175
472,20210359,1747578837609301,16514,16000,31552,15552
473,20236359,1747578837620237,6514,26000,10936,-15064
474,20252359,1747578837643874,10787,16000,23637,7637
475,20272359,1747578837681094,23086,20000,37220,17220
476,20304359,1747578837698389,13483,32000,17295,-14705
477,20326359,1747578837709713,6561,22000,11324,-10676
478,20342359,1747578837737631,15837,16000,27918,11918
479,20366359,1747578837761811,14492,24000,24180,180
480,20390359,1747578837795567,21711,24000,33756,9756
481,20420359,1747578837803799,8007,30000,8232,-21768
482,20438359,1747578837821756,6255,18000,17957,-43
483,20454359,1747578837868256,26543,16000,46500,30500
484,20490359,1747578837872679,5559,36000,4423,-31577
485,20504359,1747578837888002,6402,14000,15323,1323
486,20520359,1747578837921756,18335,16000,33754,17754
487,20548359,1747578837934674,8180,28000,12918,-15082
488,20566359,1747578837951501,7493,18000,16827,-1173
489,20582359,1747578837982511,18251,16000,31010,15010
490,20610359,1747578838056399,49416,28000,73888,45888
491,20668359,1747578838249752,137951,58000,193353,135353
492,20814359,1747578838307872,80792,146000,58120,-87880
493,20904359,1747578838299358,14080,90000,18446744073709543102,-98514
494,20928359,1747578838340545,26740,24000,41187,17187
495,20964359,1747578838349805,7430,36000,9260,-26740
496,20980359,1747578838395197,28091,16000,45392,29392
497,21018359,1747578838403106,6605,38000,7909,-30091
498,21034359,1747578838419066,8712,16000,15960,-40
499,21052359,1747578838449188,15142,18000,30122,12122
500,21076359,1747578838467107,11396,24000,17919,-6081
501,21096359,1747578838480538,7036,20000,13431,-6569
502,21112359,1747578838551015,43004,16000,70477,54477
503,21164359,1747578838558343,12927,52000,7328,-44672
504,21186359,1747578838601981,28478,22000,43638,21638
505,21224359,1747578838607981,6050,38000,6000,-32000
506,21240359,1747578838665085,33582,16000,57104,41104
507,21282359,1747578838667480,8268,42000,2395,-39605
508,21300359,1747578838685654,8066,18000,18174,174
509,21318359,1747578838755904,42335,18000,70250,52250
510,21370359,1747578838756660,7645,52000,756,-51244
511,21386359,1747578838783319,15404,16000,26659,10659
512,21410359,1747578838826917,28558,24000,43598,19598
513,21448359,1747578838830896,5603,38000,3979,-34021
514,21462359,1747578838862403,17956,14000,31507,17507
515,21488359,1747578838892900,20289,26000,30497,4497
516,21518359,1747578838950945,40845,30000,58045,28045
517,21568359,1747578838969751,18358,50000,18806,-31194
518,21596359,1747578838989893,12574,28000,20142,-7858
519,21618359,1747578839001275,5210,22000,11382,-10618
520,21632359,1747578839018117,7450,14000,16842,2842
521,21648359,1747578839170485,153952,16000,152368,136368
522,21810359,1747578839209049,20577,162000,38564,-123436
523,21840359,1747578839361468,164605,30000,152419,122419
524,22014359,1747578839447323,39464,174000,85855,-88145
525,22062359,1747578839446432,6277,48000,18446744073709550725,-48891
526,22078359,1747578839460511,4787,16000,14079,-1921
527,22092359,1747578839508462,28541,14000,47951,33951
528,22130359,1747578839512411,5635,38000,3949,-34051
529,22144359,1747578839527338,5421,14000,14927,927
530,22158359,1747578839540521,4994,14000,13183,-817
531,22172359,1747578839553958,4616,14000,13437,-563
532,22186359,1747578839595179,23096,14000,41221,27221
533,22218359,1747578839600559,5523,32000,5380,-26620
534,22232359,1747578839614885,5059,14000,14326,326
535,22246359,1747578839644111,15630,14000,29226,15226
536,22270359,1747578839657962,9352,24000,13851,-10149
537,22288359,1747578839672862,7155,18000,14900,-3100
538,22304359,1747578839700554,14520,16000,27692,11692
539,22328359,1747578839711646,6301,24000,11092,-12908
540,22344359,1747578839726423,4833,16000,14777,-1223
541,22358359,1747578839771680,26460,14000,45257,31257
542,22394359,1747578839778228,6470,36000,6548,-29452
543,22410359,1747578839793238,5319,16000,15010,-990
544,22424359,1747578839834108,23658,14000,40870,26870
545,22456359,1747578839839841,6384,32000,5733,-26267
