trial,sent_us,recv_us,latency_us
167,1747604898619876,1747604898626104,6228
168,1747604898719876,1747604898725259,5383
169,1747604898819876,1747604898825699,5823
170,1747604898919876,1747604898925840,5964
171,1747604899019876,1747604899025224,5348
172,1747604899119876,1747604899126392,6516
173,1747604899219876,1747604899225169,5293
174,1747604899319876,1747604899325632,5756
175,1747604899419876,1747604899425019,5143
176,1747604899519876,1747604899525315,5439
177,1747604899619876,1747604899625196,5320
178,1747604899719876,1747604899726242,6366
179,1747604899819876,1747604899824945,5069
180,1747604899919876,1747604899925312,5436
181,1747604900019876,1747604900025483,5607
182,1747604900119876,1747604900125717,5841
183,1747604900219876,1747604900225351,5475
184,1747604900319876,1747604900325695,5819
185,1747604900419876,1747604900425252,5376
186,1747604900519876,1747604900525297,5421
187,1747604900619876,1747604900625085,5209
188,1747604900719876,1747604900725760,5884
189,1747604900819876,1747604900825383,5507
190,1747604900919876,1747604900925464,5588
191,1747604901019876,1747604901025196,5320
192,1747604901119876,1747604901125479,5603
193,1747604901219876,1747604901225118,5242
194,1747604901319876,1747604901325411,5535
195,1747604901419876,1747604901425333,5457
196,1747604901519876,1747604901525682,5806
197,1747604901619876,1747604901625013,5137
198,1747604901719876,1747604901725314,5438
199,1747604901819876,1747604901825798,5922
200,1747604901919876,1747604901925752,5876
201,1747604902019876,1747604902025830,5954
202,1747604902119876,1747604902126380,6504
203,1747604902219876,1747604902225292,5416
204,1747604902319876,1747604902325366,5490
205,1747604902419876,1747604902426066,6190
206,1747604902519876,1747604902525479,5603
207,1747604902619876,1747604902625970,6094
208,1747604902719876,1747604902725360,5484
209,1747604902819876,1747604902825222,5346
210,1747604902919876,1747604902925297,5421
211,1747604903019876,1747604903025312,5436
212,1747604903119876,1747604903125034,5158
213,1747604903219876,1747604903225137,5261
214,1747604903319876,1747604903325336,5460
215,1747604903419876,1747604903425291,5415
216,1747604903519876,1747604903525297,5421
217,1747604903619876,1747604903625330,5454
218,1747604903719876,1747604903725549,5673
219,1747604903819876,1747604903825377,5501
220,1747604903919876,1747604903925964,6088
221,1747604904019876,1747604904025143,5267
222,1747604904119876,1747604904125293,5417
223,1747604904219876,1747604904225399,5523
224,1747604904319876,1747604904325719,5843
225,1747604904419876,1747604904425046,5170
226,1747604904519876,1747604904525407,5531
227,1747604904619876,1747604904625299,5423
228,1747604904719876,1747604904725242,5366
229,1747604904819876,1747604904825348,5472
230,1747604904919876,1747604904925266,5390
231,1747604905019876,1747604905025438,5562
232,1747604905119876,1747604905125193,5317
233,1747604905219876,1747604905225242,5366
234,1747604905319876,1747604905325252,5376
235,1747604905419876,1747604905425300,5424
236,1747604905519876,1747604905525489,5613
237,1747604905619876,1747604905625432,5556
238,1747604905719876,1747604905725176,5300
239,1747604905819876,1747604905826329,6453
240,1747604905919876,1747604905925626,5750
241,1747604906019876,1747604906025552,5676
242,1747604906119876,1747604906125311,5435
243,1747604906219876,1747604906225193,5317
244,1747604906319876,1747604906325359,5483
245,1747604906419876,1747604906425254,5378
246,1747604906519876,1747604906525293,5417
247,1747604906619876,1747604906625444,5568
248,1747604906719876,1747604906725478,5602
249,1747604906819876,1747604906825194,5318
250,1747604906919876,1747604906925190,5314
251,1747604907019876,1747604907025900,6024
252,1747604907119876,1747604907125499,5623
253,1747604907219876,1747604907225173,5297
254,1747604907319876,1747604907325137,5261
255,1747604907419876,1747604907425417,5541
256,1747604907519876,1747604907525248,5372
257,1747604907619876,1747604907625725,5849
258,1747604907719876,1747604907725411,5535
259,1747604907819876,1747604907825491,5615
260,1747604907919876,1747604907925238,5362
261,1747604908019876,1747604908025387,5511
262,1747604908119876,1747604908125607,5731
263,1747604908219876,1747604908225170,5294
264,1747604908319876,1747604908325536,5660
265,1747604908419876,1747604908425738,5862
266,1747604908519876,1747604908526286,6410
267,1747604908619876,1747604908625082,5206
268,1747604908719876,1747604908725053,5177
269,1747604908819876,1747604908825235,5359
270,1747604908919876,1747604908925029,5153
271,1747604909019876,1747604909025030,5154
272,1747604909119876,1747604909125188,5312
273,1747604909219876,1747604909225156,5280
274,1747604909319876,1747604909325255,5379
275,1747604909419876,1747604909425367,5491
276,1747604909519876,1747604909525337,5461
277,1747604909619876,1747604909625203,5327
278,1747604909719876,1747604909725475,5599
279,1747604909819876,1747604909825250,5374
280,1747604909919876,1747604909925300,5424
281,1747604910019876,1747604910025275,5399
282,1747604910119876,1747604910125085,5209
283,1747604910219876,1747604910225177,5301
284,1747604910319876,1747604910325545,5669
285,1747604910419876,1747604910425278,5402
286,1747604910519876,1747604910526017,6141
287,1747604910619876,1747604910625697,5821
288,1747604910719876,1747604910725140,5264
289,1747604910819876,1747604910825281,5405
290,1747604910919876,1747604910925121,5245
291,1747604911019876,1747604911025813,5937
292,1747604911119876,1747604911125368,5492
293,1747604911219876,1747604911225210,5334
294,1747604911319876,1747604911325158,5282
295,1747604911419876,1747604911425148,5272
296,1747604911519876,1747604911525387,5511
297,1747604911619876,1747604911625887,6011
298,1747604911719876,1747604911725390,5514
299,1747604911819876,1747604911825614,5738
300,1747604911919876,1747604911925047,5171
301,1747604912019876,1747604912025746,5870
302,1747604912119876,1747604912125392,5516
303,1747604912219876,1747604912225163,5287
304,1747604912319876,1747604912325343,5467
305,1747604912419876,1747604912425771,5895
306,1747604912519876,1747604912525336,5460
307,1747604912619876,1747604912625451,5575
308,1747604912719876,1747604912725716,5840
309,1747604912819876,1747604912825330,5454
310,1747604912919876,1747604912925748,5872
311,1747604913019876,1747604913025357,5481
312,1747604913119876,1747604913125215,5339
313,1747604913219876,1747604913225207,5331
314,1747604913319876,1747604913325359,5483
315,1747604913419876,1747604913425178,5302
316,1747604913519876,1747604913525496,5620
317,1747604913619876,1747604913625202,5326
318,1747604913719876,1747604913725833,5957
319,1747604913819876,1747604913825797,5921
320,1747604913919876,1747604913925351,5475
321,1747604914019876,1747604914025168,5292
322,1747604914119876,1747604914125833,5957
323,1747604914219876,1747604914225368,5492
324,1747604914319876,1747604914325781,5905
325,1747604914419876,1747604914425182,5306
326,1747604914519876,1747604914525772,5896
327,1747604914619876,1747604914625259,5383
328,1747604914719876,1747604914725320,5444
329,1747604914819876,1747604914825596,5720
330,1747604914919876,1747604914925600,5724
331,1747604915019876,1747604915025401,5525
332,1747604915119876,1747604915125774,5898
333,1747604915219876,1747604915225395,5519
334,1747604915319876,1747604915325297,5421
335,1747604915419876,1747604915425217,5341
336,1747604915519876,1747604915525586,5710
337,1747604915619876,1747604915625586,5710
338,1747604915719876,1747604915725751,5875
339,1747604915819876,1747604915825334,5458
340,1747604915919876,1747604915925458,5582
341,1747604916019876,1747604916025241,5365
342,1747604916119876,1747604916125445,5569
343,1747604916219876,1747604916225399,5523
344,1747604916319876,1747604916325390,5514
345,1747604916419876,1747604916425370,5494
346,1747604916519876,1747604916525480,5604
347,1747604916619876,1747604916625406,5530
348,1747604916719876,1747604916725499,5623
349,1747604916819876,1747604916825293,5417
350,1747604916919876,1747604916925292,5416
351,1747604917019876,1747604917025633,5757
352,1747604917119876,1747604917125210,5334
353,1747604917219876,1747604917225253,5377
354,1747604917319876,1747604917325415,5539
355,1747604917419876,1747604917425405,5529
356,1747604917519876,1747604917525431,5555
357,1747604917619876,1747604917625183,5307
358,1747604917719876,1747604917725435,5559
359,1747604917819876,1747604917825430,5554
360,1747604917919876,1747604917925292,5416
361,1747604918019876,1747604918025510,5634
362,1747604918119876,1747604918125535,5659
363,1747604918219876,1747604918225207,5331
364,1747604918319876,1747604918325771,5895
365,1747604918419876,1747604918425161,5285
366,1747604918519876,1747604918525424,5548
367,1747604918619876,1747604918626022,6146
368,1747604918719876,1747604918725540,5664
369,1747604918819876,1747604918825212,5336
370,1747604918919876,1747604918925441,5565
371,1747604919019876,1747604919025259,5383
372,1747604919119876,1747604919125142,5266
373,1747604919219876,1747604919225438,5562
374,1747604919319876,1747604919325724,5848
375,1747604919419876,1747604919425380,5504
376,1747604919519876,1747604919525093,5217
377,1747604919619876,1747604919625259,5383
378,1747604919719876,1747604919725319,5443
379,1747604919819876,1747604919825276,5400
380,1747604919919876,1747604919925171,5295
381,1747604920019876,1747604920025532,5656
382,1747604920119876,1747604920125331,5455
383,1747604920219876,1747604920225598,5722
384,1747604920319876,1747604920325316,5440
385,1747604920419876,1747604920425806,5930
386,1747604920519876,1747604920525911,6035
387,1747604920619876,1747604920625175,5299
388,1747604920719876,1747604920725339,5463
389,1747604920819876,1747604920825408,5532
390,1747604920919876,1747604920925850,5974
391,1747604921019876,1747604921025267,5391
392,1747604921119876,1747604921125475,5599
393,1747604921219876,1747604921225112,5236
394,1747604921319876,1747604921325224,5348
395,1747604921419876,1747604921425154,5278
396,1747604921519876,1747604921525091,5215
397,1747604921619876,1747604921625205,5329
398,1747604921719876,1747604921725053,5177
399,1747604921819876,1747604921825125,5249
400,1747604921919876,1747604921925082,5206
401,1747604922019876,1747604922025119,5243
402,1747604922119876,1747604922125069,5193
403,1747604922219876,1747604922225144,5268
404,1747604922319876,1747604922325167,5291
405,1747604922419876,1747604922425016,5140
406,1747604922519876,1747604922525121,5245
407,1747604922619876,1747604922625089,5213
408,1747604922719876,1747604922725343,5467
409,1747604922819876,1747604922825030,5154
410,1747604922919876,1747604922925077,5201
411,1747604923019876,1747604923025507,5631
412,1747604923119876,1747604923125106,5230
413,1747604923219876,1747604923225407,5531
414,1747604923319876,1747604923325358,5482
415,1747604923419876,1747604923425730,5854
416,1747604923519876,1747604923525796,5920
417,1747604923619876,1747604923625289,5413
418,1747604923719876,1747604923725733,5857
419,1747604923819876,1747604923825284,5408
420,1747604923919876,1747604923925236,5360
421,1747604924019876,1747604924025164,5288
422,1747604924119876,1747604924126305,6429
423,1747604924219876,1747604924225450,5574
424,1747604924319876,1747604924325453,5577
425,1747604924419876,1747604924426473,6597
426,1747604924519876,1747604924525837,5961
427,1747604924619876,1747604924625737,5861
428,1747604924719876,1747604924725601,5725
429,1747604924819876,1747604924825813,5937
430,1747604924919876,1747604924925583,5707
431,1747604925019876,1747604925025834,5958
432,1747604925119876,1747604925125267,5391
433,1747604925219876,1747604925225134,5258
434,1747604925319876,1747604925325313,5437
435,1747604925419876,1747604925425301,5425
436,1747604925519876,1747604925526096,6220
437,1747604925619876,1747604925625137,5261
438,1747604925719876,1747604925725482,5606
439,1747604925819876,1747604925826368,6492
440,1747604925919876,1747604925925464,5588
441,1747604926019876,1747604926025440,5564
442,1747604926119876,1747604926125398,5522
443,1747604926219876,1747604926225320,5444
444,1747604926319876,1747604926326468,6592
445,1747604926419876,1747604926425632,5756
446,1747604926519876,1747604926526170,6294
447,1747604926619876,1747604926625114,5238
448,1747604926719876,1747604926725427,5551
449,1747604926819876,1747604926825774,5898
450,1747604926919876,1747604926925551,5675
451,1747604927019876,1747604927025461,5585
452,1747604927119876,1747604927125316,5440
453,1747604927219876,1747604927225256,5380
454,1747604927319876,1747604927325156,5280
455,1747604927419876,1747604927425527,5651
456,1747604927519876,1747604927525162,5286
457,1747604927619876,1747604927625339,5463
458,1747604927719876,1747604927725438,5562
459,1747604927819876,1747604927825691,5815
460,1747604927919876,1747604927925158,5282
461,1747604928019876,1747604928025301,5425
462,1747604928119876,1747604928125045,5169
463,1747604928219876,1747604928225131,5255
464,1747604928319876,1747604928325101,5225
465,1747604928419876,1747604928425384,5508
466,1747604928519876,1747604928525262,5386
467,1747604928619876,1747604928625149,5273
468,1747604928719876,1747604928726017,6141
469,1747604928819876,1747604928825379,5503
470,1747604928919876,1747604928925226,5350
471,1747604929019876,1747604929025140,5264
472,1747604929119876,1747604929125533,5657
473,1747604929219876,1747604929225349,5473
474,1747604929319876,1747604929325293,5417
475,1747604929419876,1747604929425169,5293
476,1747604929519876,1747604929525157,5281
477,1747604929619876,1747604929625049,5173
478,1747604929719876,1747604929725019,5143
479,1747604929819876,1747604929825417,5541
480,1747604929919876,1747604929925140,5264
481,1747604930019876,1747604930025130,5254
