trial,sent_us,recv_us,latency_us
459,1747604555637813,1747604555650437,12624
460,1747604555654560,1747604555667615,13055
461,1747604555671806,1747604555689400,17594
462,1747604555693460,1747604555705728,12268
463,1747604555709871,1747604555722608,12737
464,1747604555727083,1747604555745347,18264
465,1747604555749381,1747604555761791,12410
466,1747604555766039,1747604555779150,13111
467,1747604555788848,1747604555795714,6866
468,1747604555800294,1747604555812597,12303
469,1747604555816787,1747604555829140,12353
470,1747604555834484,1747604555840319,5835
471,1747604555850094,1747604555862329,12235
472,1747604555866420,1747604555879264,12844
473,1747604555883402,1747604555895974,12572
474,1747604555900040,1747604555906778,6738
475,1747604555910898,1747604555923598,12700
476,1747604555928042,1747604555940308,12266
477,1747604555948301,1747604555964308,16007
478,1747604555969990,1747604555977690,7700
479,1747604555981851,1747604555994445,12594
480,1747604555998501,1747604556005726,7225
481,1747604556010145,1747604556016984,6839
482,1747604556021246,1747604556033532,12286
483,1747604556037912,1747604556050414,12502
484,1747604556054233,1747604556066959,12726
485,1747604556072808,1747604556079723,6915
486,1747604556090674,1747604556096509,5835
487,1747604556100644,1747604556113311,12667
488,1747604556117327,1747604556130182,12855
489,1747604556134247,1747604556146441,12194
490,1747604556150670,1747604556163511,12841
491,1747604556167530,1747604556175238,7708
492,1747604556179340,1747604556186840,7500
493,1747604556192030,1747604556203155,11125
494,1747604556213732,1747604556227856,14124
495,1747604556231152,1747604556240813,9661
496,1747604556244850,1747604556252000,7150
497,1747604556262532,1747604556274793,12261
498,1747604556279028,1747604556290915,11887
499,1747604556300852,1747604556307724,6872
500,1747604556312104,1747604556318939,6835
501,1747604556329686,1747604556341279,11593
502,1747604556345805,1747604556358073,12268
503,1747604556365801,1747604556380064,14263
504,1747604556389754,1747604556408361,18607
505,1747604556412560,1747604556425245,12685
506,1747604556429389,1747604556441417,12028
507,1747604556445286,1747604556457951,12665
508,1747604556461984,1747604556469056,7072
509,1747604556473565,1747604556480297,6732
510,1747604556491020,1747604556496824,5804
