trial,local_us,latency
451,1747599868701124,288
452,1747599868701429,281
453,1747599868701726,378
454,1747599868702124,549
455,1747599868702693,294
456,1747599868703003,291
457,1747599868703313,284
458,1747599868703612,280
459,1747599868703909,280
460,1747599868704206,384
461,1747599868704609,459
462,1747599868705084,296
463,1747599868705398,283
464,1747599868705697,281
465,1747599868705994,281
466,1747599868706291,281
467,1747599868706588,281
468,1747599868706885,280
469,1747599868707182,288
470,1747599868707486,280
471,1747599868707783,280
472,1747599868708080,281
473,1747599868708376,281
474,1747599868708673,281
475,1747599868708970,288
476,1747599868709275,281
477,1747599868709572,281
478,1747599868709869,412
479,1747599868710303,306
480,1747599868710625,281
481,1747599868710922,281
482,1747599868711226,651
483,1747599868711897,334
484,1747599868712247,408
485,1747599868712675,414
486,1747599868713108,415
487,1747599868713543,415
488,1747599868713976,408
489,1747599868714404,418
490,1747599868714841,416
491,1747599868715277,414
492,1747599868715710,407
493,1747599868716137,415
494,1747599868716570,408
495,1747599868716998,421
496,1747599868717438,408
497,1747599868717865,413
498,1747599868718297,407
499,1747599868718725,413
500,1747599868719157,414
501,1747599868719592,413
502,1747599868720024,288
503,1747599868720331,283
504,1747599868720630,280
505,1747599868720927,287
506,1747599868721230,599
507,1747599868721850,334
508,1747599868722200,409
509,1747599868722628,389
510,1747599868723107,344
511,1747599868723469,409
512,1747599868723899,292
513,1747599868724209,282
514,1747599868724508,280
515,1747599868724805,281
516,1747599868725102,288
517,1747599868725406,281
518,1747599868725702,281
519,1747599868725999,397
520,1747599868726414,489
521,1747599868726924,414
522,1747599868727354,285
523,1747599868727657,283
524,1747599868727956,281
525,1747599868728364,306
526,1747599868728686,289
527,1747599868728993,290
528,1747599868729300,281
529,1747599868729596,281
530,1747599868729893,281
531,1747599868730190,281
532,1747599868730487,281
533,1747599868730784,280
534,1747599868731081,288
535,1747599868731385,281
536,1747599868731682,421
537,1747599868732123,305
538,1747599868732444,578
539,1747599868733044,411
540,1747599868733475,405
541,1747599868733897,285
542,1747599868734199,283
543,1747599868734498,281
544,1747599868734795,281
545,1747599868735092,288
546,1747599868735396,281
547,1747599868735693,281
