trial,sent_us,recv_us,latency_us
394,1747595137328087,1747595137440956,112869
395,1747595137428079,1747595137443227,15148
396,1747595137528084,1747595137550505,22421
397,1747595137628086,1747595137637480,9394
398,1747595137728089,1747595137890265,162176
399,1747595137828079,1747595137921444,93365
400,1747595137928084,1747595137982148,54064
401,1747595138028092,1747595138144975,116883
402,1747595138128084,1747595138145304,17220
403,1747595138228079,1747595138233359,5280
404,1747595138328091,1747595138336262,8171
405,1747595138428079,1747595138435813,7734
406,1747595138528087,1747595138559776,31689
407,1747595138628079,1747595138633502,5423
408,1747595138728087,1747595138738981,10894
409,1747595138828079,1747595138837322,9243
410,1747595138928089,1747595138934890,6801
411,1747595139028086,1747595139034375,6289
412,1747595139128093,1747595139133544,5451
413,1747595139228082,1747595139236762,8680
414,1747595139328089,1747595139335524,7435
415,1747595139428082,1747595139433821,5739
416,1747595139528087,1747595139533792,5705
417,1747595139628079,1747595139643330,15251
418,1747595139728087,1747595139734076,5989
419,1747595139828082,1747595139833976,5894
420,1747595139928088,1747595139939335,11247
421,1747595140028086,1747595140069950,41864
422,1747595140128083,1747595140131949,3866
423,1747595140228089,1747595140250096,22007
424,1747595140328090,1747595140336668,8578
425,1747595140428088,1747595140433010,4922
426,1747595140528082,1747595140545345,17263
427,1747595140628089,1747595140632933,4844
428,1747595140728086,1747595140733903,5817
429,1747595140828086,1747595140833809,5723
430,1747595140928082,1747595140934863,6781
431,1747595141028087,1747595141034889,6802
432,1747595141128085,1747595141134881,6796
433,1747595141228090,1747595141231484,3394
434,1747595141328084,1747595141334335,6251
435,1747595141428093,1747595141450952,22859
436,1747595141528084,1747595141532029,3945
437,1747595141628086,1747595141633827,5741
438,1747595141728082,1747595141738748,10666
439,1747595141828087,1747595141856436,28349
440,1747595141928086,1747595141937419,9333
441,1747595142028088,1747595142031909,3821
442,1747595142128090,1747595142151747,23657
443,1747595142228089,1747595142239867,11778
444,1747595142328084,1747595142333807,5723
445,1747595142428085,1747595142449941,21856
446,1747595142528082,1747595142533290,5208
447,1747595142628089,1747595142633807,5718
448,1747595142728086,1747595142731468,3382
449,1747595142828085,1747595142835711,7626
450,1747595142928082,1747595142949347,21265
451,1747595143028089,1747595143031628,3539
452,1747595143128083,1747595143134771,6688
453,1747595143228089,1747595143245911,17822
454,1747595143328079,1747595143341856,13777
455,1747595143428089,1747595143435821,7732
456,1747595143528079,1747595143544959,16880
457,1747595143628089,1747595143634844,6755
458,1747595143728082,1747595143733680,5598
459,1747595143828085,1747595143833674,5589
460,1747595143928092,1747595143935773,7681
461,1747595144028079,1747595144033609,5530
462,1747595144128089,1747595144147266,19177
463,1747595144228110,1747595144242953,14843
464,1747595144328086,1747595144331081,2995
465,1747595144428084,1747595144454818,26734
466,1747595144528085,1747595144531427,3342
467,1747595144628082,1747595144635730,7648
468,1747595144728084,1747595144744595,16511
469,1747595144828084,1747595144836838,8754
470,1747595144928085,1747595144935858,7773
471,1747595145028086,1747595145034682,6596
472,1747595145128094,1747595145256615,128521
473,1747595145228082,1747595145256891,28809
474,1747595145328087,1747595145481711,153624
475,1747595145428082,1747595145481900,53818
476,1747595145528086,1747595145531744,3658
477,1747595145628082,1747595145739655,111573
478,1747595145728087,1747595145742412,14325
479,1747595145828086,1747595145832419,4333
480,1747595145928086,1747595145988671,60585
481,1747595146028082,1747595146053826,25744
482,1747595146128093,1747595146240137,112044
483,1747595146228085,1747595146240439,12354
484,1747595146328090,1747595146499449,171359
485,1747595146428079,1747595146499691,71612
486,1747595146528089,1747595146552260,24171
