trial,local_us,latency
576,1747593819788913,9364
577,1747593819888908,10851
578,1747593819988919,9031
579,1747593820088913,36386
580,1747593820188916,7968
581,1747593820288909,31251
582,1747593820388911,7002
583,1747593820488920,9873
584,1747593820588916,23357
585,1747593820688919,16117
586,1747593820788909,7872
587,1747593820888909,16695
588,1747593820988919,7584
589,1747593821088917,11954
590,1747593821188909,17175
591,1747593821288922,34277
592,1747593821388913,7086
593,1747593821488915,10389
594,1747593821588913,10198
595,1747593821688918,17901
596,1747593821788913,5988
597,1747593821888913,10078
598,1747593821988907,21022
599,1747593822088917,26365
600,1747593822188913,13063
601,1747593822288903,25189
602,1747593822388921,9059
603,1747593822488912,8822
604,1747593822588912,114136
605,1747593822703077,12624
606,1747593822788915,44803
607,1747593822888905,16460
608,1747593822988918,23109
609,1747593823088917,5262
610,1747593823188919,24740
611,1747593823288915,25318
612,1747593823388907,61394
613,1747593823488902,34512
614,1747593823588917,38861
615,1747593823688910,6292
616,1747593823788919,12955
617,1747593823888909,8877
618,1747593823988917,10922
619,1747593824088917,7995
620,1747593824188914,8167
621,1747593824288908,39467
622,1747593824388908,11906
623,1747593824488917,7762
624,1747593824588915,54903
625,1747593824688909,11765
626,1747593824788908,36685
627,1747593824888919,8015
628,1747593824988908,11023
629,1747593825088917,176699
630,1747593825265647,69363
631,1747593825335026,192771
632,1747593825527820,44030
633,1747593825571878,46332
634,1747593825618331,171694
635,1747593825790049,73324
636,1747593825863395,260302
637,1747593826123714,175939
638,1747593826299670,16327
639,1747593826316014,42123
640,1747593826358446,14245
641,1747593826372709,195443
642,1747593826568176,21669
643,1747593826589871,47927
644,1747593826637815,178912
645,1747593826816749,14858
646,1747593826831629,8773
647,1747593826888899,112645
648,1747593827001564,16155
649,1747593827088913,150974
650,1747593827239915,29411
651,1747593827288897,176533
652,1747593827465559,31676
653,1747593827497341,18526
654,1747593827588915,140275
655,1747593827729231,41273
656,1747593827788902,33553
657,1747593827888917,133093
658,1747593828022036,11872
659,1747593828088899,188094
660,1747593828277014,31348
661,1747593828308379,34187
662,1747593828388900,125421
663,1747593828514338,43616
664,1747593828588900,178341
665,1747593828767358,29929
666,1747593828797310,18676
667,1747593828888912,149865
668,1747593829038894,52480
669,1747593829091494,9646
670,1747593829188905,108611
671,1747593829297548,304802
672,1747593829602369,39511
673,1747593829641897,10277
674,1747593829652190,173672
675,1747593829825991,29974
676,1747593829855983,30333
677,1747593829888900,206262
678,1747593830095196,42099
679,1747593830137319,23218
680,1747593830188900,160416
681,1747593830351276,29169
682,1747593830388898,114950
683,1747593830503865,14967
684,1747593830588907,47298
685,1747593830688911,15168
686,1747593830788904,6890
687,1747593830888910,53404
688,1747593830988900,7289
689,1747593831088919,22491
690,1747593831188913,16934
691,1747593831288909,10961
692,1747593831388911,18576
693,1747593831488910,25863
694,1747593831588913,10108
695,1747593831688911,25126
696,1747593831788910,8954
697,1747593831888901,10863
698,1747593831988912,65119
699,1747593832088904,36728
700,1747593832188948,7279
701,1747593832288910,35179
702,1747593832388910,7054
703,1747593832488918,19910
704,1747593832588920,25684
705,1747593832688917,11195
706,1747593832788906,7430
707,1747593832888915,30612
708,1747593832988919,10025
709,1747593833088909,6241
710,1747593833188914,20610
711,1747593833288914,47546
712,1747593833388909,7580
713,1747593833488911,23040
714,1747593833588911,12899
715,1747593833688906,22765
716,1747593833788911,35599
717,1747593833888915,26954
718,1747593833988920,89693
719,1747593834088901,49982
720,1747593834188907,36935
721,1747593834288897,32558
722,1747593834388914,95651
723,1747593834488944,69209
724,1747593834588908,59286
725,1747593834688909,40044
726,1747593834788904,43261
727,1747593834888897,128308
728,1747593835017225,25969
729,1747593835088909,45977
730,1747593835188914,14224
731,1747593835288898,12970
732,1747593835388909,27880
733,1747593835488909,11791
734,1747593835588913,10330
735,1747593835688916,39528
736,1747593835788906,7287
737,1747593835888912,33128
738,1747593835988913,23526
739,1747593836088917,6914
740,1747593836188905,6296
741,1747593836288914,54902
742,1747593836388904,7938
743,1747593836488909,22719
744,1747593836588908,8283
745,1747593836688921,14486
746,1747593836788911,7853
747,1747593836888909,8844
748,1747593836988905,12513
749,1747593837088915,10604
750,1747593837188914,36945
751,1747593837288909,9283
752,1747593837388911,18767
753,1747593837488920,11092
754,1747593837588905,109778
755,1747593837698719,16319
756,1747593837788903,72248
757,1747593837888900,7916
758,1747593837988909,11544
759,1747593838088915,30480
760,1747593838188906,6431
761,1747593838288916,17216
762,1747593838388905,5955
763,1747593838488911,7235
764,1747593838588910,37489
765,1747593838688918,8655
766,1747593838788904,12504
767,1747593838888917,5967
768,1747593838988907,8900
769,1747593839088907,14226
770,1747593839188909,10299
771,1747593839288908,28858
772,1747593839388911,9216
773,1747593839488911,9800
774,1747593839588909,10398
775,1747593839688913,17268
776,1747593839788910,14978
777,1747593839888913,14930
778,1747593839989081,15637
779,1747593840088914,164276
780,1747593840253217,29886
781,1747593840289089,6863
782,1747593840388910,131278
783,1747593840520216,15922
784,1747593840588898,6392
785,1747593840688918,82250
786,1747593840788901,5992
787,1747593840888909,132568
788,1747593841021501,18491
789,1747593841088902,8306
790,1747593841188913,70614
791,1747593841288903,21774
792,1747593841388914,135802
793,1747593841524739,28006
794,1747593841588901,11677
795,1747593841688916,118872
796,1747593841807816,48982
797,1747593841888897,98999
798,1747593841988908,45007
799,1747593842088902,93523
800,1747593842188897,215207
801,1747593842404121,180176
802,1747593842584407,16378
803,1747593842600803,43655
804,1747593842644475,788614
805,1747593843433119,209415
806,1747593843642653,11019
807,1747593843653689,7600
808,1747593843661405,8233
809,1747593843669657,29921
810,1747593843699597,10588
811,1747593843710206,8709
812,1747593843718931,187753
813,1747593843906701,29373
814,1747593843936091,13870
815,1747593843949977,217073
816,1747593844167153,23173
817,1747593844190343,17089
818,1747593844207461,9723
