trial,sent_us,recv_us,latency_us
167,1747601177897695,1747601177905223,7528
168,1747601177997695,1747601178004718,7023
169,1747601178097695,1747601178105219,7524
170,1747601178197695,1747601178205263,7568
171,1747601178297695,1747601178304297,6602
172,1747601178397695,1747601178404869,7174
173,1747601178497695,1747601178505371,7676
174,1747601178597695,1747601178604541,6846
175,1747601178697695,1747601178704648,6953
176,1747601178797695,1747601178804884,7189
177,1747601178897695,1747601178904431,6736
178,1747601178997695,1747601179004720,7025
179,1747601179097695,1747601179105308,7613
180,1747601179197695,1747601179205199,7504
181,1747601179297695,1747601179304348,6653
182,1747601179397695,1747601179404597,6902
183,1747601179497695,1747601179504501,6806
184,1747601179597695,1747601179605328,7633
185,1747601179697695,1747601179704530,6835
186,1747601179797695,1747601179805511,7816
187,1747601179897695,1747601179904600,6905
188,1747601179997695,1747601180004851,7156
189,1747601180097695,1747601180103158,5463
190,1747601180197695,1747601180204714,7019
191,1747601180297695,1747601180304641,6946
192,1747601180397695,1747601180404918,7223
193,1747601180497695,1747601180504404,6709
194,1747601180597695,1747601180604595,6900
195,1747601180697695,1747601180706118,8423
196,1747601180797695,1747601180804905,7210
197,1747601180897695,1747601180904852,7157
198,1747601180997695,1747601181005029,7334
199,1747601181097695,1747601181104628,6933
200,1747601181197695,1747601181204356,6661
201,1747601181297695,1747601181304448,6753
202,1747601181397695,1747601181404519,6824
203,1747601181497695,1747601181504858,7163
204,1747601181597695,1747601181604516,6821
205,1747601181697695,1747601181704435,6740
206,1747601181797695,1747601181804896,7201
207,1747601181897695,1747601181904791,7096
208,1747601181997695,1747601182006030,8335
209,1747601182097695,1747601182104715,7020
210,1747601182197695,1747601182204723,7028
211,1747601182297695,1747601182305832,8137
212,1747601182397695,1747601182404809,7114
213,1747601182497695,1747601182505062,7367
214,1747601182597695,1747601182605135,7440
215,1747601182697695,1747601182706139,8444
216,1747601182797695,1747601182804844,7149
217,1747601182897695,1747601182904837,7142
218,1747601182997695,1747601183005731,8036
219,1747601183097695,1747601183105175,7480
220,1747601183197695,1747601183204845,7150
221,1747601183297695,1747601183304584,6889
222,1747601183397695,1747601183405042,7347
223,1747601183497695,1747601183504694,6999
224,1747601183597695,1747601183604863,7168
225,1747601183697695,1747601183704589,6894
226,1747601183797695,1747601183807407,9712
227,1747601183897695,1747601183905254,7559
228,1747601183997695,1747601184003093,5398
229,1747601184097695,1747601184105186,7491
230,1747601184197695,1747601184205454,7759
231,1747601184297695,1747601184304676,6981
232,1747601184397695,1747601184404544,6849
233,1747601184497695,1747601184504766,7071
