trial,local_us,remote_us,latency_us,delta_local_us,delta_remote_us,error_us
1201,22692355,1747574589302832,8842,18000,17984,-16
1202,22710355,1747574589320827,8861,18000,17995,-5
1203,22728355,1747574589338864,8949,18000,18037,37
1204,22746355,1747574589356799,8827,18000,17935,-65
1205,22764355,1747574589374795,8819,18000,17996,-4
1206,22782355,1747574589392872,8878,18000,18077,77
1207,22800355,1747574589410927,8889,18000,18055,55
1208,22818355,1747574589429034,9001,18000,18107,107
1209,22836355,1747574589447010,8975,18000,17976,-24
1210,22854355,1747574589465843,9554,18000,18833,833
1211,22872355,1747574589483109,9062,18000,17266,-734
1212,22890355,1747574589501094,9046,18000,17985,-15
1213,22908355,1747574589518889,8881,18000,17795,-205
1214,22926355,1747574589536820,8836,18000,17931,-69
1215,22944355,1747574589554913,8872,18000,18093,93
1216,22962355,1747574589572794,8829,18000,17881,-119
1217,22980355,1747574589590768,8821,18000,17974,-26
1218,22998355,1747574589608979,8985,18000,18211,211
1219,23016355,1747574589627126,9082,18000,18147,147
1220,23034355,1747574589645040,9022,18000,17914,-86
1221,23052355,1747574589663062,9021,18000,18022,22
1222,23070355,1747574589681550,9450,18000,18488,488
1223,23088355,1747574589699449,9289,18000,17899,-101
1224,23106355,1747574589717186,9127,18000,17737,-263
1225,23124355,1747574589735435,9249,18000,18249,249
1226,23142355,1747574589753192,9128,18000,17757,-243
1227,23160355,1747574589771084,9014,18000,17892,-108
1228,23178355,1747574589789549,9372,18000,18465,465
1229,23196355,1747574589807565,9381,18000,18016,16
1230,23214355,1747574589825796,9532,18000,18231,231
1231,23232355,1747574589843705,9619,18000,17909,-91
1232,23250355,1747574589861556,9365,18000,17851,-149
1233,23268355,1747574589879672,9450,18000,18116,116
1234,23286355,1747574589897120,9054,18000,17448,-552
1235,23304355,1747574589915134,9081,18000,18014,14
1236,23322355,1747574589933542,9350,18000,18408,408
1237,23340355,1747574589951625,9409,18000,18083,83
1238,23358355,1747574589969584,9402,18000,17959,-41
1239,23376355,1747574589987232,9143,18000,17648,-352
1240,23394355,1747574590005467,9316,18000,18235,235
1241,23412355,1747574590023552,9367,18000,18085,85
1242,23430355,1747574590041465,9309,18000,17913,-87
1243,23448355,1747574590059658,9431,18000,18193,193
1244,23466355,1747574590077948,9692,18000,18290,290
1245,23484355,1747574590095699,9483,18000,17751,-249
1246,23502355,1747574590113655,9576,18000,17956,-44
1247,23520355,1747574590131558,9379,18000,17903,-97
1248,23538355,1747574590149652,9442,18000,18094,94
1249,23556355,1747574590167154,9106,18000,17502,-498
1250,23574355,1747574590185755,9540,18000,18601,601
1251,23592355,1747574590203274,9192,18000,17519,-481
1252,23610355,1747574590221084,9029,18000,17810,-190
1253,23628355,1747574590239056,8995,18000,17972,-28
1254,23646355,1747574590257442,9290,18000,18386,386
1255,23664355,1747574590274866,8872,18000,17424,-576
1256,23682355,1747574590292957,8938,18000,18091,91
1257,23700355,1747574590310766,8831,18000,17809,-191
1258,23718355,1747574590328842,8857,18000,18076,76
1259,23736355,1747574590346963,8925,18000,18121,121
1260,23754355,1747574590365406,9265,18000,18443,443
1261,23772355,1747574590383023,8979,18000,17617,-383
1262,23790355,1747574590401301,9169,18000,18278,278
1263,23808355,1747574590419188,9142,18000,17887,-113
1264,23826355,1747574590437398,9265,18000,18210,210
1265,23844355,1747574590455069,9014,18000,17671,-329
1266,23862355,1747574590473092,9058,18000,18023,23
1267,23880355,1747574590491146,9075,18000,18054,54
1268,23898355,1747574590509771,9519,18000,18625,625
1269,23916355,1747574590527838,9580,18000,18067,67
1270,23934355,1747574590545452,9285,18000,17614,-386
1271,23952355,1747574590564017,9692,18000,18565,565
1272,23970355,1747574590581676,9469,18000,17659,-341
1273,23988355,1747574590599321,9244,18000,17645,-355
1274,24006355,1747574590617668,9462,18000,18347,347
1275,24024355,1747574590635652,9434,18000,17984,-16
1276,24042355,1747574590653516,9341,18000,17864,-136
1277,24060355,1747574590671089,9030,18000,17573,-427
1278,24078355,1747574590689653,9438,18000,18564,564
1279,24096355,1747574590707515,9350,18000,17862,-138
1280,24114355,1747574590725899,9630,18000,18384,384
1281,24132355,1747574590743731,9474,18000,17832,-168
1282,24150355,1747574590761607,9427,18000,17876,-124
1283,24168355,1747574590779514,9343,18000,17907,-93
1284,24186355,1747574590797259,9181,18000,17745,-255
1285,24204355,1747574590815516,9346,18000,18257,257
1286,24222355,1747574590833880,9606,18000,18364,364
1287,24240355,1747574590851378,9249,18000,17498,-502
1288,24258355,1747574590869186,9204,18000,17808,-192
1289,24276355,1747574590887460,9321,18000,18274,274
1290,24294355,1747574590905517,9364,18000,18057,57
1291,24312355,1747574590923202,9140,18000,17685,-315
1292,24330355,1747574590941520,9354,18000,18318,318
1293,24348355,1747574590959649,9417,18000,18129,129
1294,24366355,1747574590977972,9677,18000,18323,323
1295,24384355,1747574590995514,9349,18000,17542,-458
1296,24402355,1747574591013472,9322,18000,17958,-42
1297,24420355,1747574591031095,9056,18000,17623,-377
1298,24438355,1747574591049647,9447,18000,18552,552
1299,24456355,1747574591067308,9222,18000,17661,-339
1300,24474355,1747574591085526,9342,18000,18218,218
1301,24492355,1747574591103268,9197,18000,17742,-258
1302,24510355,1747574591121511,9353,18000,18243,243
1303,24528355,1747574591139521,9320,18000,18010,10
1304,24546355,1747574591157460,9292,18000,17939,-61
1305,24564355,1747574591175720,9520,18000,18260,260
1306,24582355,1747574591193901,9615,18000,18181,181
1307,24600355,1747574591211126,9095,18000,17225,-775
1308,24618355,1747574591229497,9350,18000,18371,371
1309,24636355,1747574591247844,9573,18000,18347,347
1310,24654355,1747574591265677,9469,18000,17833,-167
1311,24672355,1747574591283517,9321,18000,17840,-160
1312,24690355,1747574591301851,9588,18000,18334,334
1313,24708355,1747574591319715,9503,18000,17864,-136
1314,24726355,1747574591338015,9677,18000,18300,300
1315,24744355,1747574591355445,9305,18000,17430,-570
1316,24762355,1747574591373090,9035,18000,17645,-355
1317,24780355,1747574591391331,9227,18000,18241,241
1318,24798355,1747574591409587,9401,18000,18256,256
1319,24816355,1747574591427523,9333,18000,17936,-64
1320,24834355,1747574591445619,9494,18000,18096,96
1321,24852355,1747574591463187,9126,18000,17568,-432
1322,24870355,1747574591481552,9389,18000,18365,365
1323,24888355,1747574591499548,9363,18000,17996,-4
1324,24906355,1747574591517970,9719,18000,18422,422
1325,24924355,1747574591535222,9154,18000,17252,-748
1326,24942355,1747574591553141,9069,18000,17919,-81
1327,24960355,1747574591571201,9148,18000,18060,60
1328,24978355,1747574591589480,9331,18000,18279,279
1329,24996355,1747574591607557,9356,18000,18077,77
1330,25014355,1747574591625701,9514,18000,18144,144
1331,25032355,1747574591643873,9557,18000,18172,172
1332,25050355,1747574591661666,9529,18000,17793,-207
1333,25068355,1747574591678845,8883,18000,17179,-821
1334,25086355,1747574591696798,8852,18000,17953,-47
1335,25104355,1747574591714862,8903,18000,18064,64
1336,25122355,1747574591733130,9094,18000,18268,268
1337,25140355,1747574591751087,9197,18000,17957,-43
1338,25158355,1747574591769204,9218,18000,18117,117
1339,25176355,1747574591787341,9311,18000,18137,137
1340,25194355,1747574591805942,9697,18000,18601,601
1341,25212355,1747574591823484,9415,18000,17542,-458
1342,25230355,1747574591841225,9241,18000,17741,-259
1343,25248355,1747574591859409,9280,18000,18184,184
1344,25266355,1747574591877845,9585,18000,18436,436
1345,25284355,1747574591895114,9083,18000,17269,-731
1346,25302355,1747574591913469,9327,18000,18355,355
1347,25320355,1747574591931145,9175,18000,17676,-324
1348,25338355,1747574591949131,9058,18000,17986,-14
1349,25356355,1747574591967642,9459,18000,18511,511
1350,25374355,1747574591986007,9719,18000,18365,365
1351,25392355,1747574592003567,9476,18000,17560,-440
1352,25410355,1747574592021143,9106,18000,17576,-424
1353,25428355,1747574592039534,9334,18000,18391,391
1354,25446355,1747574592057507,9350,18000,17973,-27
1355,25464355,1747574592075517,9359,18000,18010,10
1356,25482355,1747574592093893,9603,18000,18376,376
1357,25500355,1747574592111580,9403,18000,17687,-313
1358,25518355,1747574592129491,9318,18000,17911,-89
1359,25536355,1747574592147708,9576,18000,18217,217
1360,25554355,1747574592165933,9653,18000,18225,225
1361,25572355,1747574592183427,9260,18000,17494,-506
1362,25590355,1747574592201657,9467,18000,18230,230
1363,25608355,1747574592219540,9375,18000,17883,-117
1364,25626355,1747574592237131,9182,18000,17591,-409
1365,25644355,1747574592255310,9331,18000,18179,179
1366,25662355,1747574592273090,9049,18000,17780,-220
1367,25680355,1747574592291455,9317,18000,18365,365
1368,25698355,1747574592309862,9612,18000,18407,407
1369,25716355,1747574592327981,9714,18000,18119,119
1370,25734355,1747574592345741,9474,18000,17760,-240
1371,25752355,1747574592362960,8981,18000,17219,-781
1372,25770355,1747574592380786,8826,18000,17826,-174
1373,25788355,1747574592398915,8902,18000,18129,129
1374,25806355,1747574592416914,8913,18000,17999,-1
1375,25824355,1747574592435502,9356,18000,18588,588
1376,25842355,1747574592453494,9330,18000,17992,-8
1377,25860355,1747574592471031,9034,18000,17537,-463
1378,25878355,1747574592489533,9374,18000,18502,502
1379,25896355,1747574592507323,9219,18000,17790,-210
1380,25914355,1747574592525223,9159,18000,17900,-100
1381,25932355,1747574592543601,9427,18000,18378,378
1382,25950355,1747574592561877,9603,18000,18276,276
1383,25968355,1747574592579000,9005,18000,17123,-877
1384,25986355,1747574592597970,9699,18000,18970,970
1385,26004355,1747574592615614,9455,18000,17644,-356
1386,26022355,1747574592633394,9275,18000,17780,-220
1387,26040355,1747574592651494,9349,18000,18100,100
1388,26058355,1747574592669511,9346,18000,18017,17
1389,26076355,1747574592687062,9033,18000,17551,-449
1390,26094355,1747574592705547,9400,18000,18485,485
1391,26112355,1747574592723505,9357,18000,17958,-42
1392,26130355,1747574592741502,9341,18000,17997,-3
1393,26148355,1747574592759834,9574,18000,18332,332
1394,26166355,1747574592777629,9420,18000,17795,-205
1395,26184355,1747574592795965,9698,18000,18336,336
1396,26202355,1747574592813151,9092,18000,17186,-814
1397,26220355,1747574592831501,9351,18000,18350,350
1398,26238355,1747574592849904,9631,18000,18403,403
1399,26256355,1747574592867673,9476,18000,17769,-231
1400,26274355,1747574592885018,8991,18000,17345,-655
1401,26292355,1747574592903527,9371,18000,18509,509
1402,26310355,1747574592921769,9547,18000,18242,242
1403,26328355,1747574592939548,9392,18000,17779,-221
1404,26346355,1747574592957551,9393,18000,18003,3
1405,26364355,1747574592975140,9089,18000,17589,-411
1406,26382355,1747574592993517,9360,18000,18377,377
1407,26400355,1747574593011421,9300,18000,17904,-96
1408,26418355,1747574593029511,9361,18000,18090,90
1409,26436355,1747574593047966,9697,18000,18455,455
1410,26454355,1747574593065649,9465,18000,17683,-317
1411,26472355,1747574593083555,9396,18000,17906,-94
1412,26490355,1747574593101045,9033,18000,17490,-510
1413,26508355,1747574593119503,9365,18000,18458,458
1414,26526355,1747574593137931,9650,18000,18428,428
1415,26544355,1747574593155559,9391,18000,17628,-372
1416,26562355,1747574593173513,9366,18000,17954,-46
1417,26580355,1747574593191502,9356,18000,17989,-11
1418,26598355,1747574593209490,9333,18000,17988,-12
1419,26616355,1747574593227999,9723,18000,18509,509
1420,26634355,1747574593246004,9732,18000,18005,5
1421,26652355,1747574593263501,9340,18000,17497,-503
1422,26670355,1747574593281576,9429,18000,18075,75
1423,26688355,1747574593299306,9247,18000,17730,-270
1424,26706355,1747574593317460,9308,18000,18154,154
1425,26724355,1747574593335440,9315,18000,17980,-20
1426,26742355,1747574593353915,9647,18000,18475,475
1427,26760355,1747574593371037,9040,18000,17122,-878
1428,26778355,1747574593389491,9361,18000,18454,454
1429,26796355,1747574593408008,9731,18000,18517,517
1430,26814355,1747574593426562,10070,18000,18554,554
1431,26834355,1747574593445502,9437,20000,18940,-1060
1432,26852355,1747574593463513,9364,18000,18011,11
1433,26870355,1747574593481627,9433,18000,18114,114
1434,26888355,1747574593499160,9121,18000,17533,-467
1435,26906355,1747574593517426,9305,18000,18266,266
1436,26924355,1747574593535495,9349,18000,18069,69
1437,26942355,1747574593553464,9333,18000,17969,-31
1438,26960355,1747574593571210,9149,18000,17746,-254
1439,26978355,1747574593589600,9440,18000,18390,390
1440,26996355,1747574593607544,9402,18000,17944,-56
1441,27014355,1747574593625264,9211,18000,17720,-280
1442,27032355,1747574593643521,9365,18000,18257,257
1443,27050355,1747574593661544,9393,18000,18023,23
1444,27068355,1747574593679598,9411,18000,18054,54
1445,27086355,1747574593697651,9463,18000,18053,53
1446,27104355,1747574593715355,9262,18000,17704,-296
1447,27122355,1747574593733539,9393,18000,18184,184
1448,27140355,1747574593751519,9358,18000,17980,-20
1449,27158355,1747574593769582,9436,18000,18063,63
1450,27176355,1747574593787500,9356,18000,17918,-82
1451,27194355,1747574593805539,9393,18000,18039,39
1452,27212355,1747574593823096,9090,18000,17557,-443
1453,27230355,1747574593841496,9434,18000,18400,400
1454,27248355,1747574593859618,9438,18000,18122,122
1455,27266355,1747574593877645,9446,18000,18027,27
1456,27284355,1747574593895455,9319,18000,17810,-190
1457,27302355,1747574593913393,9294,18000,17938,-62
1458,27320355,1747574593931470,9330,18000,18077,77
1459,27338355,1747574593949434,9320,18000,17964,-36
1460,27356355,1747574593967146,9113,18000,17712,-288
1461,27374355,1747574593985617,9443,18000,18471,471
1462,27392355,1747574594003329,9244,18000,17712,-288
1463,27410355,1747574594021505,9364,18000,18176,176
1464,27428355,1747574594039665,9487,18000,18160,160
1465,27446355,1747574594057485,9336,18000,17820,-180
1466,27464355,1747574594075510,9368,18000,18025,25
1467,27482355,1747574594092978,8995,18000,17468,-532
1468,27500355,1747574594111519,9362,18000,18541,541
1469,27518355,1747574594129110,9094,18000,17591,-409
1470,27536355,1747574594147905,9725,18000,18795,795
1471,27554355,1747574594165236,9184,18000,17331,-669
1472,27572355,1747574594183551,9408,18000,18315,315
1473,27590355,1747574594201538,9394,18000,17987,-13
1474,27608355,1747574594219510,9377,18000,17972,-28
1475,27626355,1747574594237308,9305,18000,17798,-202
1476,27644355,1747574594255173,9221,18000,17865,-135
1477,27662355,1747574594273008,8998,18000,17835,-165
1478,27680355,1747574594291235,9174,18000,18227,227
1479,27698355,1747574594309154,9120,18000,17919,-81
1480,27716355,1747574594327192,9156,18000,18038,38
1481,27734355,1747574594345002,9019,18000,17810,-190
1482,27752355,1747574594363357,9226,18000,18355,355
1483,27770355,1747574594381110,9089,18000,17753,-247
1484,27788355,1747574594399633,9479,18000,18523,523
1485,27806355,1747574594416957,8985,18000,17324,-676
1486,27824355,1747574594434940,8949,18000,17983,-17
1487,27842355,1747574594452757,8796,18000,17817,-183
1488,27860355,1747574594470863,8892,18000,18106,106
1489,27878355,1747574594488897,8944,18000,18034,34
1490,27896355,1747574594507183,9177,18000,18286,286
1491,27914355,1747574594525512,9370,18000,18329,329
1492,27932355,1747574594543220,9192,18000,17708,-292
1493,27950355,1747574594561382,9285,18000,18162,162
1494,27968355,1747574594579487,9354,18000,18105,105
1495,27986355,1747574594597066,9079,18000,17579,-421
1496,28004355,1747574594615116,9106,18000,18050,50
1497,28022355,1747574594633369,9271,18000,18253,253
1498,28040355,1747574594651369,9253,18000,18000,0
1499,28058355,1747574594669495,9342,18000,18126,126
1500,28076355,1747574594687447,9334,18000,17952,-48
1501,28094355,1747574594705415,9292,18000,17968,-32
1502,28112355,1747574594723482,9335,18000,18067,67
1503,28130355,1747574594741120,9103,18000,17638,-362
1504,28148355,1747574594759197,9147,18000,18077,77
1505,28166355,1747574594777446,9330,18000,18249,249
1506,28184355,1747574594795647,9484,18000,18201,201
1507,28202355,1747574594813492,9357,18000,17845,-155
1508,28220355,1747574594831477,9349,18000,17985,-15
1509,28238355,1747574594849625,9453,18000,18148,148
1510,28256355,1747574594867451,9287,18000,17826,-174
1511,28274355,1747574594884948,8961,18000,17497,-503
1512,28292355,1747574594903400,9282,18000,18452,452
1513,28310355,1747574594921378,9266,18000,17978,-22
1514,28328355,1747574594939424,9308,18000,18046,46
1515,28346355,1747574594957490,9362,18000,18066,66
1516,28364355,1747574594975496,9363,18000,18006,6
1517,28382355,1747574594993394,9260,18000,17898,-102
1518,28400355,1747574595011709,9532,18000,18315,315
1519,28418355,1747574595029027,9028,18000,17318,-682
1520,28436355,1747574595047515,9349,18000,18488,488
1521,28454355,1747574595065493,9367,18000,17978,-22
1522,28472355,1747574595083088,9063,18000,17595,-405
1523,28490355,1747574595101275,9204,18000,18187,187
1524,28508355,1747574595119516,9369,18000,18241,241
1525,28526355,1747574595137248,9163,18000,17732,-268
1526,28544355,1747574595155808,9604,18000,18560,560
1527,28562355,1747574595173212,9190,18000,17404,-596
1528,28580355,1747574595191567,9408,18000,18355,355
1529,28598355,1747574595209635,9461,18000,18068,68
1530,28616355,1747574595227219,9183,18000,17584,-416
1531,28634355,1747574595245527,9394,18000,18308,308
1532,28652355,1747574595263071,9073,18000,17544,-456
1533,28670355,1747574595281166,9117,18000,18095,95
1534,28688355,1747574595299521,9385,18000,18355,355
1535,28706355,1747574595317643,9465,18000,18122,122
1536,28724355,1747574595335437,9309,18000,17794,-206
1537,28742355,1747574595353457,9311,18000,18020,20
1538,28760355,1747574595371505,9292,18000,18048,48
1539,28778355,1747574595389407,9295,18000,17902,-98
1540,28796355,1747574595407496,9356,18000,18089,89
1541,28814355,1747574595425084,9079,18000,17588,-412
1542,28832355,1747574595443479,9304,18000,18395,395
1543,28850355,1747574595461481,9358,18000,18002,2
1544,28868355,1747574595479547,9398,18000,18066,66
1545,28886355,1747574595497465,9308,18000,17918,-82
1546,28904355,1747574595515052,9056,18000,17587,-413
1547,28922355,1747574595533346,9223,18000,18294,294
1548,28940355,1747574595551430,9310,18000,18084,84
1549,28958355,1747574595569067,9077,18000,17637,-363
1550,28976355,1747574595587419,9319,18000,18352,352
1551,28994355,1747574595605868,9625,18000,18449,449
1552,29012355,1747574595623465,9306,18000,17597,-403
1553,29030355,1747574595641470,9315,18000,18005,5
1554,29048355,1747574595659620,9436,18000,18150,150
1555,29066355,1747574595677500,9369,18000,17880,-120
1556,29084355,1747574595695695,9575,18000,18195,195
1557,29102355,1747574595713227,9181,18000,17532,-468
1558,29120355,1747574595731489,9347,18000,18262,262
1559,29138355,1747574595749025,9026,18000,17536,-464
1560,29156355,1747574595767481,9332,18000,18456,456
1561,29174355,1747574595785497,9359,18000,18016,16
1562,29192355,1747574595803645,9473,18000,18148,148
1563,29210355,1747574595821464,9299,18000,17819,-181
1564,29228355,1747574595839046,9058,18000,17582,-418
1565,29246355,1747574595857467,9292,18000,18421,421
1566,29264355,1747574595875644,9466,18000,18177,177
1567,29282355,1747574595893493,9335,18000,17849,-151
1568,29300355,1747574595911125,9095,18000,17632,-368
1569,29318355,1747574595929127,9122,18000,18002,2
1570,29336355,1747574595947657,9490,18000,18530,530
1571,29354355,1747574595965489,9364,18000,17832,-168
1572,29372355,1747574595983467,9314,18000,17978,-22
1573,29390355,1747574596001478,9350,18000,18011,11
1574,29408355,1747574596019512,9367,18000,18034,34
1575,29426355,1747574596037503,9340,18000,17991,-9
1576,29444355,1747574596055721,9490,18000,18218,218
1577,29462355,1747574596073005,8979,18000,17284,-716
1578,29480355,1747574596091436,9326,18000,18431,431
1579,29498355,1747574596109402,9299,18000,17966,-34
1580,29516355,1747574596127103,9102,18000,17701,-299
1581,29534355,1747574596145302,9207,18000,18199,199
1582,29552355,1747574596163525,9363,18000,18223,223
1583,29570355,1747574596181510,9352,18000,17985,-15
1584,29588355,1747574596199696,9493,18000,18186,186
1585,29606355,1747574596217367,9276,18000,17671,-329
1586,29624355,1747574596235297,9199,18000,17930,-70
1587,29642355,1747574596253211,9136,18000,17914,-86
1588,29660355,1747574596271122,9077,18000,17911,-89
1589,29678355,1747574596289419,9312,18000,18297,297
1590,29696355,1747574596307406,9268,18000,17987,-13
1591,29714355,1747574596325494,9344,18000,18088,88
1592,29732355,1747574596343650,9475,18000,18156,156
1593,29750355,1747574596361466,9310,18000,17816,-184
1594,29768355,1747574596379128,9111,18000,17662,-338
1595,29786355,1747574596397327,9248,18000,18199,199
1596,29804355,1747574596415443,9319,18000,18116,116
1597,29822355,1747574596433572,9410,18000,18129,129
1598,29840355,1747574596450855,8879,18000,17283,-717
1599,29858355,1747574596469583,9432,18000,18728,728
1600,29876355,1747574596486947,8975,18000,17364,-636
1601,29894355,1747574596504770,8872,18000,17823,-177
1602,29912355,1747574596522912,8968,18000,18142,142
1603,29930355,1747574596540883,8940,18000,17971,-29
1604,29948355,1747574596559115,9107,18000,18232,232
1605,29966355,1747574596577050,9056,18000,17935,-65
1606,29984355,1747574596595134,9117,18000,18084,84
1607,30002355,1747574596613176,9141,18000,18042,42
1608,30020355,1747574596631473,9350,18000,18297,297
1609,30038355,1747574596649300,9220,18000,17827,-173
1610,30056355,1747574596667477,9349,18000,18177,177
1611,30074355,1747574596684942,8984,18000,17465,-535
1612,30092355,1747574596702971,9012,18000,18029,29
1613,30110355,1747574596720818,8873,18000,17847,-153
1614,30128355,1747574596738941,8960,18000,18123,123
1615,30146355,1747574596756918,8941,18000,17977,-23
1616,30164355,1747574596775214,9125,18000,18296,296
1617,30182355,1747574596793616,9463,18000,18402,402
1618,30200355,1747574596811105,9108,18000,17489,-511
1619,30218355,1747574596829087,9098,18000,17982,-18
1620,30236355,1747574596847642,9490,18000,18555,555
1621,30254355,1747574596865497,9378,18000,17855,-145
1622,30272355,1747574596883156,9153,18000,17659,-341
1623,30290355,1747574596901584,9442,18000,18428,428
1624,30308355,1747574596919623,9466,18000,18039,39
1625,30326355,1747574596937342,9267,18000,17719,-281
1626,30344355,1747574596955678,9510,18000,18336,336
1627,30362355,1747574596973080,9083,18000,17402,-598
1628,30380355,1747574596991441,9293,18000,18361,361
1629,30398355,1747574597009358,9249,18000,17917,-83
1630,30416355,1747574597027100,9102,18000,17742,-258
1631,30434355,1747574597045380,9290,18000,18280,280
1632,30452355,1747574597063450,9344,18000,18070,70
1633,30470355,1747574597081449,9344,18000,17999,-1
1634,30488355,1747574597099589,9440,18000,18140,140
1635,30506355,1747574597117211,9186,18000,17622,-378
1636,30524355,1747574597135585,9440,18000,18374,374
1637,30542355,1747574597153581,9440,18000,17996,-4
1638,30560355,1747574597171134,9103,18000,17553,-447
1639,30578355,1747574597189482,9369,18000,18348,348
1640,30596355,1747574597207471,9354,18000,17989,-11
1641,30614355,1747574597225480,9328,18000,18009,9
1642,30632355,1747574597243648,9502,18000,18168,168
1643,30650355,1747574597260941,8963,18000,17293,-707
1644,30668355,1747574597279372,9259,18000,18431,431
1645,30686355,1747574597297612,9468,18000,18240,240
1646,30704355,1747574597315455,9347,18000,17843,-157
1647,30722355,1747574597333449,9337,18000,17994,-6
1648,30740355,1747574597351378,9287,18000,17929,-71
1649,30758355,1747574597369310,9231,18000,17932,-68
1650,30776355,1747574597387028,9064,18000,17718,-282
1651,30794355,1747574597405709,9496,18000,18681,681
1652,30812355,1747574597423412,9325,18000,17703,-297
1653,30830355,1747574597441567,9455,18000,18155,155
1654,30848355,1747574597459079,9100,18000,17512,-488
1655,30866355,1747574597477276,9237,18000,18197,197
1656,30884355,1747574597495310,9214,18000,18034,34
1657,30902355,1747574597513062,9085,18000,17752,-248
1658,30920355,1747574597531423,9329,18000,18361,361
1659,30938355,1747574597549536,9397,18000,18113,113
1660,30956355,1747574597566828,8896,18000,17292,-708
1661,30974355,1747574597585194,9174,18000,18366,366
1662,30992355,1747574597603565,9434,18000,18371,371
1663,31010355,1747574597621109,9120,18000,17544,-456
1664,31028355,1747574597639417,9330,18000,18308,308
1665,31046355,1747574597657334,9270,18000,17917,-83
1666,31064355,1747574597675278,9226,18000,17944,-56
1667,31082355,1747574597693226,9216,18000,17948,-52
1668,31100355,1747574597711545,9416,18000,18319,319
1669,31118355,1747574597729563,9434,18000,18018,18
1670,31136355,1747574597746931,8975,18000,17368,-632
1671,31154355,1747574597765572,9441,18000,18641,641
1672,31172355,1747574597783125,9149,18000,17553,-447
1673,31190355,1747574597801143,9149,18000,18018,18
1674,31208355,1747574597819565,9435,18000,18422,422
1675,31226355,1747574597837329,9265,18000,17764,-236
1676,31244355,1747574597854995,9038,18000,17666,-334
1677,31262355,1747574597873402,9324,18000,18407,407
1678,31280355,1747574597891140,9142,18000,17738,-262
1679,31298355,1747574597909424,9323,18000,18284,284
1680,31316355,1747574597927509,9395,18000,18085,85
1681,31334355,1747574597945419,9335,18000,17910,-90
1682,31352355,1747574597963422,9327,18000,18003,3
1683,31370355,1747574597981409,9316,18000,17987,-13
1684,31388355,1747574597999473,9334,18000,18064,64
1685,31406355,1747574598017396,9299,18000,17923,-77
1686,31424355,1747574598035564,9438,18000,18168,168
1687,31442355,1747574598053144,9141,18000,17580,-420
1688,31460355,1747574598071559,9617,18000,18415,415
1689,31478355,1747574598089055,9075,18000,17496,-504
1690,31496355,1747574598107069,9090,18000,18014,14
1691,31514355,1747574598125546,9431,18000,18477,477
1692,31532355,1747574598143562,9397,18000,18016,16
1693,31550355,1747574598161235,9224,18000,17673,-327
1694,31568355,1747574598179575,9456,18000,18340,340
1695,31586355,1747574598197386,9302,18000,17811,-189
1696,31604355,1747574598215570,9432,18000,18184,184
1697,31622355,1747574598233326,9250,18000,17756,-244
1698,31640355,1747574598251382,9340,18000,18056,56
1699,31658355,1747574598269567,9439,18000,18185,185
1700,31676355,1747574598287513,9397,18000,17946,-54
1701,31694355,1747574598305439,9323,18000,17926,-74
1702,31712355,1747574598323044,9060,18000,17605,-395
1703,31730355,1747574598341570,9448,18000,18526,526
1704,31748355,1747574598359193,9173,18000,17623,-377
1705,31766355,1747574598376992,9009,18000,17799,-201
1706,31784355,1747574598395393,9303,18000,18401,401
1707,31802355,1747574598413615,9532,18000,18222,222
1708,31820355,1747574598431096,9120,18000,17481,-519
1709,31838355,1747574598449102,9241,18000,18006,6
1710,31856355,1747574598467138,9139,18000,18036,36
1711,31874355,1747574598485035,9063,18000,17897,-103
1712,31892355,1747574598503092,9089,18000,18057,57
1713,31910355,1747574598521226,9211,18000,18134,134
1714,31928355,1747574598539396,9380,18000,18170,170
1715,31946355,1747574598557312,9355,18000,17916,-84
1716,31964355,1747574598575172,9124,18000,17860,-140
1717,31982355,1747574598592878,8953,18000,17706,-294
1718,32000355,1747574598610816,8910,18000,17938,-62
1719,32018355,1747574598628912,8945,18000,18096,96
1720,32036355,1747574598647124,9125,18000,18212,212
1721,32054355,1747574598664987,9006,18000,17863,-137
1722,32072355,1747574598683613,9457,18000,18626,626
1723,32090355,1747574598701616,9466,18000,18003,3
1724,32108355,1747574598719430,9316,18000,17814,-186
1725,32126355,1747574598737556,9422,18000,18126,126
1726,32144355,1747574598755621,9465,18000,18065,65
1727,32162355,1747574598773344,9230,18000,17723,-277
1728,32180355,1747574598791474,9353,18000,18130,130
1729,32198355,1747574598809642,9481,18000,18168,168
1730,32216355,1747574598827569,9438,18000,17927,-73
1731,32234355,1747574598845369,9300,18000,17800,-200
1732,32252355,1747574598863606,9455,18000,18237,237
1733,32270355,1747574598881279,9232,18000,17673,-327
1734,32288355,1747574598899423,9293,18000,18144,144
1735,32306355,1747574598916831,8895,18000,17408,-592
1736,32324355,1747574598934998,9023,18000,18167,167
1737,32342355,1747574598953453,9354,18000,18455,455
1738,32360355,1747574598971407,9277,18000,17954,-46
1739,32378355,1747574598989450,9355,18000,18043,43
1740,32396355,1747574599007102,9111,18000,17652,-348
1741,32414355,1747574599025119,9114,18000,18017,17
1742,32432355,1747574599043152,9123,18000,18033,33
1743,32450355,1747574599061063,9090,18000,17911,-89
1744,32468355,1747574599079130,9141,18000,18067,67
1745,32486355,1747574599097179,9178,18000,18049,49
1746,32504355,1747574599115104,9127,18000,17925,-75
1747,32522355,1747574599133553,9423,18000,18449,449
1748,32540355,1747574599151469,9362,18000,17916,-84
